Date,Open,High,Low,Close,Volume,Quote_Volume,48-zscore,200-zscore,484-zscore,rsi_14
2021-11-20 14:05:00,0.89840000,0.90210000,0.89690000,0.9009,53167.00000000,47797.57890000,,,,
2021-11-20 14:10:00,0.90040000,0.90230000,0.89940000,0.8994,11913.00000000,10728.99880000,,,,
2021-11-20 14:15:00,0.90090000,0.90210000,0.89960000,0.9015,34364.00000000,30960.96830000,,,,
2021-11-20 14:20:00,0.90170000,0.90170000,0.89940000,0.9009,25928.00000000,23350.61130000,,,,
2021-11-20 14:25:00,0.90030000,0.90060000,0.89370000,0.8948,66179.00000000,59344.71230000,,,,18.727314530384845
2021-11-20 14:30:00,0.89530000,0.89700000,0.89400000,0.8952,50452.00000000,45203.43960000,,,,22.193762346529326
2021-11-20 14:35:00,0.89590000,0.89810000,0.89590000,0.898,24125.00000000,21651.05790000,,,,41.124165256352434
2021-11-20 14:40:00,0.89800000,0.90090000,0.89800000,0.8996,17505.00000000,15742.99510000,,,,48.79134194950147
2021-11-20 14:45:00,0.89950000,0.90190000,0.89900000,0.9019,17445.00000000,15712.46260000,,,,57.38294767470404
2021-11-20 14:50:00,0.90120000,0.90130000,0.89860000,0.8997,28714.00000000,25835.81390000,,,,48.927053582621134
2021-11-20 14:55:00,0.90000000,0.90010000,0.89890000,0.8998,9564.00000000,8602.40740000,,,,49.29282360732878
2021-11-20 15:00:00,0.89980000,0.89990000,0.89080000,0.8918,62603.00000000,56065.68330000,,,,30.48394139249318
2021-11-20 15:05:00,0.89220000,0.89220000,0.87680000,0.8811,326306.00000000,288249.83700000,,,,19.671958270217203
2021-11-20 15:10:00,0.88330000,0.88660000,0.88040000,0.8822,116134.00000000,102620.02150000,,,,22.707022387433256
2021-11-20 15:15:00,0.88230000,0.89000000,0.88200000,0.8886,103311.00000000,91551.50580000,,,,37.50267406052778
2021-11-20 15:20:00,0.88800000,0.89230000,0.88770000,0.892,42757.00000000,38057.95350000,,,,43.67154297197883
2021-11-20 15:25:00,0.89200000,0.89220000,0.88880000,0.8897,28000.00000000,24911.76740000,,,,40.74187300511981
2021-11-20 15:30:00,0.88940000,0.89130000,0.88720000,0.8901,39689.00000000,35310.16490000,,,,41.477169213232386
2021-11-20 15:35:00,0.89030000,0.89110000,0.88740000,0.8874,22626.00000000,20130.44260000,,,,38.04549463868188
2021-11-20 15:40:00,0.88750000,0.88750000,0.87870000,0.8823,99717.00000000,88038.39220000,,,,32.56479034904301
2021-11-20 15:45:00,0.88230000,0.88410000,0.88010000,0.8838,49694.00000000,43837.56800000,,,,35.507504540531784
2021-11-20 15:50:00,0.88360000,0.88650000,0.88180000,0.8841,75164.00000000,66499.00930000,,,,36.108017541803825
2021-11-20 15:55:00,0.88410000,0.88880000,0.88350000,0.8861,37164.00000000,32935.06050000,,,,40.11160509599436
2021-11-20 16:00:00,0.88660000,0.88800000,0.88490000,0.8872,52483.00000000,46519.92300000,,,,42.254821705142724
2021-11-20 16:05:00,0.88760000,0.88800000,0.88470000,0.8856,33472.00000000,29655.45230000,,,,40.011848970228954
2021-11-20 16:10:00,0.88540000,0.88650000,0.88210000,0.8821,30302.00000000,26798.10270000,,,,35.56453672963127
2021-11-20 16:15:00,0.88300000,0.88630000,0.87990000,0.8803,63352.00000000,55989.45530000,,,,33.50214678661308
2021-11-20 16:20:00,0.88100000,0.88310000,0.87760000,0.8791,56895.00000000,50102.64610000,,,,32.16307276720805
2021-11-20 16:25:00,0.87920000,0.88560000,0.87890000,0.8829,60021.00000000,52994.77010000,,,,40.30054215717538
2021-11-20 16:30:00,0.88340000,0.88930000,0.88340000,0.887,20204.00000000,17894.05670000,,,,47.603671612864325
2021-11-20 16:35:00,0.88700000,0.88860000,0.88550000,0.8875,39996.00000000,35480.07220000,,,,48.43216367663885
2021-11-20 16:40:00,0.88760000,0.88890000,0.88760000,0.8889,13021.00000000,11564.64700000,,,,50.778988876350404
2021-11-20 16:45:00,0.88890000,0.88990000,0.88720000,0.8899,36825.00000000,32726.81810000,,,,52.443802432351546
2021-11-20 16:50:00,0.88900000,0.88990000,0.88800000,0.8882,6526.00000000,5799.77810000,,,,49.38571417007393
2021-11-20 16:55:00,0.88830000,0.89020000,0.88780000,0.8884,14674.00000000,13046.56850000,,,,49.7569056333522
2021-11-20 17:00:00,0.88930000,0.89670000,0.88820000,0.8938,89487.00000000,79958.57320000,,,,58.587748493786
2021-11-20 17:05:00,0.89380000,0.90010000,0.89240000,0.9001,58758.00000000,52744.75640000,,,,66.07859761385072
2021-11-20 17:10:00,0.89860000,0.89970000,0.89580000,0.8968,32489.00000000,29173.02550000,,,,59.960383361148104
2021-11-20 17:15:00,0.89710000,0.89780000,0.89380000,0.8943,31695.00000000,28378.70030000,,,,55.74911791973348
2021-11-20 17:20:00,0.89490000,0.89600000,0.89100000,0.891,17444.00000000,15582.58900000,,,,50.68836522617512
2021-11-20 17:25:00,0.89090000,0.89480000,0.89020000,0.8929,88006.00000000,78545.52960000,,,,53.31602588415357
2021-11-20 17:30:00,0.89300000,0.89410000,0.89210000,0.8941,5940.00000000,5305.60000000,,,,54.94884521881135
2021-11-20 17:35:00,0.89290000,0.89430000,0.89200000,0.892,8395.00000000,7493.71710000,,,,51.55080512148165
2021-11-20 17:40:00,0.89340000,0.89500000,0.89160000,0.8948,25240.00000000,22541.60960000,,,,55.50204504595084
2021-11-20 17:45:00,0.89500000,0.89620000,0.89330000,0.894,26604.00000000,23815.91550000,,,,54.143390872562186
2021-11-20 17:50:00,0.89460000,0.89630000,0.89330000,0.8952,55308.00000000,49489.11000000,,,,55.88774687822341
2021-11-20 17:55:00,0.89550000,0.89670000,0.89450000,0.8963,3614.00000000,3238.17530000,,,,57.484283242007194
2021-11-20 18:00:00,0.89600000,0.89680000,0.89500000,0.8966,13017.00000000,11663.12220000,,,,57.931471251979815
2021-11-20 18:05:00,0.89660000,0.89760000,0.89650000,0.8972,10506.00000000,9424.85750000,,,,58.863402118068095
2021-11-20 18:10:00,0.89650000,0.89860000,0.89650000,0.8979,13976.00000000,12544.65190000,,,,59.977347040749436
2021-11-20 18:15:00,0.89770000,0.90370000,0.89730000,0.9028,50765.00000000,45723.84250000,,,,66.7623284519628
2021-11-20 18:20:00,0.90220000,0.90630000,0.90060000,0.9022,82561.00000000,74618.70150000,,,,65.30246505968891
2021-11-20 18:25:00,0.90360000,0.90900000,0.90250000,0.9068,106188.00000000,96320.76440000,,,,70.60874479899798
2021-11-20 18:30:00,0.90810000,0.90880000,0.90170000,0.9017,95464.00000000,86450.30550000,,,,59.706622444052066
2021-11-20 18:35:00,0.90170000,0.90520000,0.89830000,0.9042,124449.00000000,112200.35380000,,,,62.743382638283926
2021-11-20 18:40:00,0.90530000,0.90960000,0.90450000,0.9066,27309.00000000,24753.76010000,,,,65.43647224531057
2021-11-20 18:45:00,0.90570000,0.91110000,0.90570000,0.91,49668.00000000,45169.09300000,,,,68.86956067960861
2021-11-20 18:50:00,0.91000000,0.91420000,0.90900000,0.9121,100221.00000000,91431.84160000,,,,70.79882743150259
2021-11-20 18:55:00,0.91250000,0.91290000,0.90880000,0.9099,21803.00000000,19839.63270000,,,,66.17213881347197
2021-11-20 19:00:00,0.91000000,0.91150000,0.90850000,0.909,21387.00000000,19463.97760000,,,,64.32032653461357
2021-11-20 19:05:00,0.90930000,0.91100000,0.90910000,0.9106,8172.00000000,7437.77850000,,,,66.13474831898574
2021-11-20 19:10:00,0.91050000,0.91250000,0.90890000,0.9118,10579.00000000,9636.58180000,,,,67.47083975128706
