Date,Open,High,Low,Close,Volume,Quote_Volume,48-zscore,200-zscore,484-zscore,rsi_14
2021-11-20 15:45:00,1.03710000,1.05000000,1.02880000,1.033,1004170.00000000,1039533.75070000,,,,
2021-11-20 16:00:00,1.03310000,1.04100000,1.02340000,1.0269,713543.00000000,736730.70830000,,,,
2021-11-20 16:15:00,1.02680000,1.06690000,1.01500000,1.0624,985350.00000000,1023141.60630000,,,,
2021-11-20 16:30:00,1.06060000,1.07990000,1.05560000,1.0794,1434280.00000000,1532000.79040000,,,,
2021-11-20 16:45:00,1.07870000,1.09000000,1.06250000,1.0883,961350.00000000,1030883.96060000,,,,91.8842649197038
2021-11-20 17:00:00,1.08830000,1.09990000,1.05770000,1.0577,1213547.00000000,1309630.51010000,,,,59.37235598951863
2021-11-20 17:15:00,1.05770000,1.07830000,1.05680000,1.0671,689634.00000000,735096.32540000,,,,63.629705036890726
2021-11-20 17:30:00,1.06700000,1.08850000,1.06430000,1.0726,630541.00000000,678532.15070000,,,,65.88246434639774
2021-11-20 17:45:00,1.07270000,1.07760000,1.05180000,1.0589,680517.00000000,722572.25230000,,,,56.49551447176328
2021-11-20 18:00:00,1.05890000,1.06420000,1.04580000,1.0628,524878.00000000,554778.26980000,,,,58.316263264593786
2021-11-20 18:15:00,1.06260000,1.09000000,1.06000000,1.0752,763634.00000000,823149.66740000,,,,63.54097996080874
2021-11-20 18:30:00,1.07470000,1.08980000,1.06600000,1.0761,976191.00000000,1053973.24120000,,,,63.8947104073931
2021-11-20 18:45:00,1.07610000,1.08540000,1.07570000,1.0787,439357.00000000,474593.63710000,,,,64.95259629623767
2021-11-20 19:00:00,1.07870000,1.08300000,1.06740000,1.0766,428764.00000000,459863.57750000,,,,63.338366062321604
2021-11-20 19:15:00,1.07660000,1.07730000,1.06800000,1.0734,226577.00000000,242755.45960000,,,,60.85642883991656
2021-11-20 19:30:00,1.07400000,1.09170000,1.06930000,1.0874,632272.00000000,685179.17050000,,,,66.95694842382389
2021-11-20 19:45:00,1.08780000,1.12000000,1.08650000,1.0997,2125316.00000000,2351192.05950000,,,,71.20325665564188
2021-11-20 20:00:00,1.10040000,1.10310000,1.07510000,1.0797,705414.00000000,766336.05280000,,,,58.12367138120097
2021-11-20 20:15:00,1.07980000,1.08440000,1.07400000,1.0762,230123.00000000,248377.78510000,,,,56.178806836003204
2021-11-20 20:30:00,1.07630000,1.07890000,1.06570000,1.0667,283814.00000000,303758.13120000,,,,51.1735946887789
2021-11-20 20:45:00,1.06610000,1.07150000,1.06450000,1.066,225148.00000000,240276.75800000,,,,50.81434579826225
2021-11-20 21:00:00,1.06630000,1.08790000,1.06500000,1.0754,532474.00000000,572871.92240000,,,,55.34758807176451
2021-11-20 21:15:00,1.07550000,1.08270000,1.07000000,1.0806,218161.00000000,234452.09580000,,,,57.671722514602536
2021-11-20 21:30:00,1.08150000,1.08200000,1.07450000,1.0771,114718.00000000,123572.33050000,,,,55.57498036202852
2021-11-20 21:45:00,1.07710000,1.07790000,1.06470000,1.0753,418664.00000000,448480.05790000,,,,54.47801597068803
2021-11-20 22:00:00,1.07550000,1.07690000,1.07060000,1.0722,106157.00000000,113911.73610000,,,,52.55406757370981
2021-11-20 22:15:00,1.07260000,1.07670000,1.07020000,1.0716,141087.00000000,151325.79270000,,,,52.170035489868944
