Date,Open,High,Low,Close,Volume,Quote_Volume,48-zscore,200-zscore,484-zscore,rsi_14
2021-11-20 14:05:00,2.61520000,2.62610000,2.61010000,2.6241,114981.00000000,300884.20200000,,,,
2021-11-20 14:10:00,2.62160000,2.63450000,2.61930000,2.6237,166377.00000000,437196.14810000,,,,
2021-11-20 14:15:00,2.62580000,2.63340000,2.62230000,2.6314,59623.00000000,156669.63240000,,,,
2021-11-20 14:20:00,2.62970000,2.63130000,2.61650000,2.6223,103440.00000000,271386.67660000,,,,
2021-11-20 14:25:00,2.62170000,2.62180000,2.60490000,2.6079,83847.00000000,219078.18920000,,,,22.272346064789744
2021-11-20 14:30:00,2.60780000,2.60780000,2.55010000,2.5684,895911.00000000,2306929.59610000,,,,9.176874038427599
2021-11-20 14:35:00,2.56870000,2.57710000,2.56260000,2.5665,230548.00000000,592534.93160000,,,,8.905629499495092
2021-11-20 14:40:00,2.56660000,2.57540000,2.56010000,2.5701,208929.00000000,536194.68280000,,,,14.087158114178365
2021-11-20 14:45:00,2.57000000,2.57720000,2.56940000,2.5738,167189.00000000,430181.63610000,,,,19.175687508480152
2021-11-20 14:50:00,2.57370000,2.58490000,2.57180000,2.5788,197971.00000000,510548.31610000,,,,25.58956974600747
2021-11-20 14:55:00,2.57870000,2.58080000,2.55380000,2.5648,379961.00000000,974511.08250000,,,,20.64859913690995
2021-11-20 15:00:00,2.56400000,2.56910000,2.52160000,2.5307,840625.00000000,2138333.04040000,,,,13.706541674088143
2021-11-20 15:05:00,2.53190000,2.53540000,2.49980000,2.5319,891473.00000000,2243677.83050000,,,,14.792188513454178
2021-11-20 15:10:00,2.53250000,2.53720000,2.52030000,2.5295,396656.00000000,1003267.52040000,,,,14.401935523270609
2021-11-20 15:15:00,2.52930000,2.54920000,2.52500000,2.5416,410957.00000000,1042788.41120000,,,,25.12695553295626
2021-11-20 15:20:00,2.54150000,2.55400000,2.54010000,2.5475,306331.00000000,780270.97320000,,,,29.749038769482084
2021-11-20 15:25:00,2.54680000,2.54880000,2.52730000,2.5372,342601.00000000,869513.50900000,,,,26.655414243574782
2021-11-20 15:30:00,2.53830000,2.54540000,2.53100000,2.5451,373338.00000000,947442.70280000,,,,32.45703499490773
2021-11-20 15:35:00,2.54470000,2.54620000,2.52800000,2.5302,438429.00000000,1112571.40530000,,,,27.96413701136163
2021-11-20 15:40:00,2.53070000,2.53150000,2.50830000,2.5154,471777.00000000,1188597.22530000,,,,24.357441261682013
2021-11-20 15:45:00,2.51450000,2.52650000,2.51050000,2.5253,370378.00000000,933132.52950000,,,,30.787985623954256
2021-11-20 15:50:00,2.52380000,2.52600000,2.51380000,2.5169,200673.00000000,505755.20540000,,,,28.56875888725189
2021-11-20 15:55:00,2.51530000,2.53390000,2.51500000,2.525,254936.00000000,644024.33080000,,,,33.543263390430795
2021-11-20 16:00:00,2.52510000,2.54390000,2.52310000,2.5416,257293.00000000,651715.08470000,,,,42.396785998788665
2021-11-20 16:05:00,2.54140000,2.55820000,2.53750000,2.541,369547.00000000,941198.18120000,,,,42.178064445633375
2021-11-20 16:10:00,2.54170000,2.54970000,2.53040000,2.5329,138319.00000000,351040.39410000,,,,39.23530897929127
2021-11-20 16:15:00,2.53170000,2.54250000,2.51250000,2.513,242055.00000000,612541.25320000,,,,33.12128131677153
2021-11-20 16:20:00,2.51500000,2.53290000,2.51370000,2.5307,272842.00000000,688766.17370000,,,,41.80735123910627
2021-11-20 16:25:00,2.52890000,2.54580000,2.52890000,2.5403,210362.00000000,534421.39750000,,,,45.91062058582426
2021-11-20 16:30:00,2.54010000,2.55510000,2.53640000,2.5492,164992.00000000,420002.09750000,,,,49.468012682136454
2021-11-20 16:35:00,2.54740000,2.55280000,2.54330000,2.548,77102.00000000,196481.50640000,,,,49.00007031977478
2021-11-20 16:40:00,2.55040000,2.55040000,2.54010000,2.5474,142515.00000000,362698.43560000,,,,48.75174969368794
2021-11-20 16:45:00,2.54740000,2.55240000,2.53790000,2.5424,142786.00000000,363377.60200000,,,,46.630977371640874
2021-11-20 16:50:00,2.54180000,2.54380000,2.53520000,2.538,78751.00000000,199969.34270000,,,,44.784684004401136
2021-11-20 16:55:00,2.53880000,2.54490000,2.53760000,2.5398,105379.00000000,267775.95520000,,,,45.73131345956366
2021-11-20 17:00:00,2.53980000,2.54720000,2.53050000,2.5312,75414.00000000,191625.74770000,,,,42.02424190403148
2021-11-20 17:05:00,2.53120000,2.53980000,2.52490000,2.5398,129916.00000000,328683.77880000,,,,46.679031022957304
2021-11-20 17:10:00,2.53980000,2.54300000,2.53430000,2.5382,81625.00000000,207275.54120000,,,,45.94001991186069
2021-11-20 17:15:00,2.53920000,2.54690000,2.53080000,2.5467,99403.00000000,252358.24240000,,,,50.429879286041825
2021-11-20 17:20:00,2.54670000,2.54810000,2.53080000,2.5312,93053.00000000,236330.30660000,,,,43.358157984335506
2021-11-20 17:25:00,2.53240000,2.53600000,2.52600000,2.5282,132842.00000000,336272.57420000,,,,42.126839700998865
2021-11-20 17:30:00,2.52770000,2.53560000,2.52300000,2.5248,89957.00000000,227391.04890000,,,,40.7155940203321
2021-11-20 17:35:00,2.52530000,2.52610000,2.51410000,2.5197,140905.00000000,354887.39890000,,,,38.62537225375381
2021-11-20 17:40:00,2.52000000,2.52500000,2.51620000,2.5231,95290.00000000,240214.80240000,,,,40.807071306606076
2021-11-20 17:45:00,2.52400000,2.53730000,2.52120000,2.53,73586.00000000,186227.36970000,,,,45.07421348664256
2021-11-20 17:50:00,2.53000000,2.53310000,2.51600000,2.5224,158460.00000000,399651.89490000,,,,41.52353921292083
2021-11-20 17:55:00,2.52160000,2.54660000,2.51420000,2.5426,276033.00000000,698363.18120000,,,,52.282752578200856
2021-11-20 18:00:00,2.54060000,2.54500000,2.52620000,2.5308,111705.00000000,283095.20320000,,,,46.85891148062218
2021-11-20 18:05:00,2.52960000,2.53520000,2.51790000,2.5236,104109.00000000,262874.30280000,,,,43.86846442152536
2021-11-20 18:10:00,2.52210000,2.52880000,2.51770000,2.5269,103519.00000000,261132.71600000,,,,45.582610208867386
2021-11-20 18:15:00,2.52660000,2.54340000,2.52520000,2.5434,103849.00000000,263309.24420000,,,,53.26714883969338
2021-11-20 18:20:00,2.54240000,2.57040000,2.52350000,2.5664,477531.00000000,1215503.84320000,,,,61.44111963611343
2021-11-20 18:25:00,2.56580000,2.57280000,2.56100000,2.5662,233319.00000000,598890.44000000,,,,61.340647415247666
2021-11-20 18:30:00,2.56600000,2.58390000,2.56230000,2.5645,393620.00000000,1012711.38170000,,,,60.43598592953547
2021-11-20 18:35:00,2.56390000,2.57120000,2.55520000,2.567,108713.00000000,278793.59200000,,,,61.33898391335618
2021-11-20 18:40:00,2.57050000,2.58800000,2.56840000,2.5793,206003.00000000,531545.75360000,,,,65.5098933187728
