,1690
Date,2021-11-04 16:00:00
Open,1791.0
High,1792.0
Low,1786.0
Close,1791.0
Volume,63.0027
Quote_Volume,112672.2538
sumpv,112532.96266666666
sumv,62.891
vwap,1820.16
index,1691.0
mean,1800.8742164399762
psum,3045278.3
dev,49.197707703857766
v1,4090500.4092010423
varince,2420.414443314226
sd1_pos,1844.758853851929
sd1_neg,1795.5611461480712
sd2_pos,1869.3577077038578
sd2_neg,1770.9622922961423
sd3_pos,1893.9565615557867
sd3_neg,1746.3634384442134
sd4_pos,1918.5554154077156
sd4_neg,1721.7645845922846
sd5_pos,1943.1542692596445
sd5_neg,1697.1657307403557
sd6_pos,1967.7531231115734
sd6_neg,1672.5668768884268
sd7_pos,1992.3519769635022
sd7_neg,1647.968023036498
sd8_pos,2016.9508308154311
sd8_neg,1623.369169184569
hlc3,1789.3333333333333
