,399
Date,2021-11-04 16:00:00
Open,477.1
High,482.9
Low,477.0
Close,479.4
Volume,16.506
Quote_Volume,7888.5722
sumpv,7837.948033333333
sumv,16.337
vwap,316.56
index,400.0
mean,316.30499999999995
psum,126521.99999999997
dev,64.21977891895801
v1,1645547.8217555378
varince,4124.180004399844
sd1_pos,348.669889459479
sd1_neg,284.450110540521
sd2_pos,380.779778918958
sd2_neg,252.340221081042
sd3_pos,412.889668378437
sd3_neg,220.23033162156298
sd4_pos,444.99955783791603
sd4_neg,188.12044216208398
sd5_pos,477.10944729739504
sd5_neg,156.01055270260497
sd6_pos,509.21933675687404
sd6_neg,123.90066324312596
sd7_pos,541.329226216353
sd7_neg,91.79077378364696
sd8_pos,573.439115675832
sd8_neg,59.68088432416795
hlc3,479.76666666666665
