,3461
Date,2021-11-11 18:00:00
Open,5.044
High,5.057
Low,5.022
Close,5.023
Volume,4302.1
Quote_Volume,21681.0296
sumpv,21612.65773333333
sumv,4292.2
vwap,6.63
index,3462.0
mean,5.749023830155997
psum,19903.12050000006
dev,2.2521370026455774
v1,17554.61105333019
varince,5.072121078685406
sd1_pos,7.756068501322789
sd1_neg,5.503931498677211
sd2_pos,8.882137002645578
sd2_neg,4.3778629973544225
sd3_pos,10.008205503968366
sd3_neg,3.251794496031634
sd4_pos,11.134274005291154
sd4_neg,2.125725994708845
sd5_pos,12.260342506613943
sd5_neg,0.9996574933860565
sd6_pos,13.386411007936733
sd6_neg,-0.1264110079367322
sd7_pos,14.51247950925952
sd7_neg,-1.252479509259521
sd8_pos,15.638548010582308
sd8_neg,-2.3785480105823096
hlc3,5.035333333333333
