,338
Date,2021-11-04 16:00:00
Open,0.685
High,0.6925
Low,0.6824
Close,0.6898
Volume,310562.0
Quote_Volume,213465.83512
sumpv,213435.96706666666
sumv,310106.5
vwap,0.74
index,339.0
mean,0.70203058013766
psum,237.98836666666674
dev,0.0812690045963263
v1,2.2323720745302644
varince,0.006604651108077705
sd1_pos,0.7806345022981631
sd1_neg,0.6993654977018369
sd2_pos,0.8212690045963262
sd2_neg,0.6587309954036737
sd3_pos,0.8619035068944895
sd3_neg,0.6180964931055105
sd4_pos,0.9025380091926526
sd4_neg,0.5774619908073474
sd5_pos,0.9431725114908157
sd5_neg,0.5368274885091843
sd6_pos,0.983807013788979
sd6_neg,0.4961929862110211
sd7_pos,1.024441516087142
sd7_neg,0.4555584839128579
sd8_pos,1.0650760183853052
sd8_neg,0.4149239816146948
hlc3,0.6882666666666667
