,1690
Date,2021-11-04 16:00:00
Open,4.499
High,4.51
Low,4.39
Close,4.463
Volume,1178699.5
Quote_Volume,5258830.3691
sumpv,5243896.540333334
sumv,1176377.0
vwap,4.09
index,1691.0
mean,3.750649990143895
psum,6342.349133333327
dev,1.1854513729118514
v1,2374.9484782402233
varince,1.4052949575385936
sd1_pos,4.6827256864559255
sd1_neg,3.4972743135440743
sd2_pos,5.275451372911851
sd2_neg,2.9045486270881486
sd3_pos,5.868177059367778
sd3_neg,2.3118229406322226
sd4_pos,6.460902745823702
sd4_neg,1.719097254176297
sd5_pos,7.053628432279629
sd5_neg,1.1263715677203714
sd6_pos,7.646354118735554
sd6_neg,0.5336458812644453
sd7_pos,8.23907980519148
sd7_neg,-0.05907980519148026
sd8_pos,8.831805491647405
sd8_neg,-0.6518054916474059
hlc3,4.457666666666667
