,1690
Date,2021-11-04 16:00:00
Open,33506.7
High,33855.98
Low,33301.66
Close,33788.13
Volume,21.57147
Quote_Volume,724941.0789452
sumpv,725356.2212071335
sumv,21.55667
vwap,41924.25
index,1691.0
mean,37855.57139562393
psum,64013771.23000006
dev,8483.032755932147
v1,121615517607.58801
varince,71961844.73821776
sd1_pos,46165.76637796607
sd1_neg,37682.73362203393
sd2_pos,50407.282755932145
sd2_neg,33441.217244067855
sd3_pos,54648.799133898225
sd3_neg,29199.70086610178
sd4_pos,58890.31551186429
sd4_neg,24958.184488135706
sd5_pos,63131.83188983037
sd5_neg,20716.668110169634
sd6_pos,67373.34826779645
sd6_neg,16475.151732203558
sd7_pos,71614.86464576251
sd7_neg,12233.635354237485
sd8_pos,75856.38102372858
sd8_neg,7992.118976271413
hlc3,33648.80666666667
