,3461
Date,2021-11-11 18:00:00
Open,0.013942
High,0.013962
Low,0.013793
Close,0.013822
Volume,99143177.0
Quote_Volume,1375342.986816
sumpv,1371531.906208
sumv,98984693.0
vwap,0.01
index,3462.0
mean,0.00899980184864241
psum,31.15731400000002
dev,0.004994305494047154
v1,0.08632802538019664
varince,2.4943087367869587e-05
sd1_pos,0.012497152747023578
sd1_neg,0.007502847252976423
sd2_pos,0.014994305494047153
sd2_neg,0.005005694505952846
sd3_pos,0.01749145824107073
sd3_neg,0.0025085417589292697
sd4_pos,0.019988610988094308
sd4_neg,1.1389011905692248e-05
sd5_pos,0.022485763735117886
sd5_neg,-0.002485763735117885
sd6_pos,0.02498291648214146
sd6_neg,-0.004982916482141461
sd7_pos,0.027480069229165037
sd7_neg,-0.007480069229165038
sd8_pos,0.029977221976188614
sd8_neg,-0.009977221976188616
hlc3,0.013856
