,3461
Date,2021-11-11 18:00:00
Open,313.1
High,314.1
Low,311.4
Close,312.2
Volume,1784.077
Quote_Volume,558528.377
sumpv,557389.8702
sumv,1783.077
vwap,374.04
index,3462.0
mean,356.2677531292129
psum,1233398.9613333351
dev,74.61490657935849
v1,19268717.00639237
varince,5567.384283846394
sd1_pos,411.34745328967927
sd1_neg,336.7325467103208
sd2_pos,448.6549065793585
sd2_neg,299.42509342064153
sd3_pos,485.96235986903775
sd3_neg,262.1176401309623
sd4_pos,523.2698131587169
sd4_neg,224.81018684128304
sd5_pos,560.5772664483962
sd5_neg,187.5027335516038
sd6_pos,597.8847197380755
sd6_neg,150.19528026192455
sd7_pos,635.1921730277547
sd7_neg,112.8878269722453
sd8_pos,672.4996263174339
sd8_neg,75.58037368256606
hlc3,312.6
