,1690
Date,2021-11-04 16:00:00
Open,0.8196
High,0.8588
Low,0.8166
Close,0.849
Volume,2556120.0
Quote_Volume,2149619.7148
sumpv,2143877.236
sumv,2547080.0
vwap,0.58
index,1691.0
mean,0.5476299388921743
psum,926.0422266666667
dev,0.24653154446370243
v1,102.71448608246284
varince,0.060777802415658486
sd1_pos,0.7032657722318512
sd1_neg,0.45673422776814876
sd2_pos,0.8265315444637024
sd2_neg,0.33346845553629756
sd3_pos,0.9497973166955536
sd3_neg,0.2102026833044463
sd4_pos,1.0730630889274049
sd4_neg,0.0869369110725951
sd5_pos,1.1963288611592562
sd5_neg,-0.036328861159256154
sd6_pos,1.3195946333911073
sd6_neg,-0.15959463339110735
sd7_pos,1.4428604056229584
sd7_neg,-0.28286040562295856
sd8_pos,1.5661261778548097
sd8_neg,-0.40612617785480976
hlc3,0.8417
