,1690
Date,2021-11-04 16:00:00
Open,0.5589
High,0.5667
Low,0.5488
Close,0.5642
Volume,4782392.0
Quote_Volume,2665010.9125
sumpv,2663757.6675666664
sumv,4756427.0
vwap,0.35
index,1691.0
mean,0.2984455489848213
psum,504.6714233333328
dev,0.1491615312961502
v1,37.60108448745495
varince,0.022249162418612394
sd1_pos,0.42458076564807506
sd1_neg,0.2754192343519249
sd2_pos,0.49916153129615015
sd2_neg,0.20083846870384978
sd3_pos,0.5737422969442253
sd3_neg,0.12625770305577466
sd4_pos,0.6483230625923004
sd4_neg,0.051676937407699575
sd5_pos,0.7229038282403755
sd5_neg,-0.022903828240375512
sd6_pos,0.7974845938884506
sd6_neg,-0.09748459388845065
sd7_pos,0.8720653595365256
sd7_neg,-0.17206535953652569
sd8_pos,0.9466461251846008
sd8_neg,-0.24664612518460083
hlc3,0.5600333333333333
