,2009
Date,2021-11-11 18:00:00
Open,68.02
High,68.11
Low,65.0
Close,65.24
Volume,14306.63
Quote_Volume,946246.3487
sumpv,945869.0808000001
sumv,14305.34
vwap,31.6
index,2010.0
mean,21.324106135986778
psum,42861.453333333426
dev,7.999789876751621
v1,128569.24588700503
varince,63.99663807217772
sd1_pos,35.59989493837581
sd1_neg,27.60010506162419
sd2_pos,39.59978987675162
sd2_neg,23.60021012324838
sd3_pos,43.59968481512743
sd3_neg,19.60031518487257
sd4_pos,47.59957975350324
sd4_neg,15.600420246496759
sd5_pos,51.59947469187905
sd5_neg,11.600525308120947
sd6_pos,55.59936963025487
sd6_neg,7.6006303697451365
sd7_pos,59.59926456863067
sd7_neg,3.6007354313693263
sd8_pos,63.59915950700649
sd8_neg,-0.39915950700648395
hlc3,66.12
