,3461
Date,2021-11-11 18:00:00
Open,4.919
High,4.957
Low,4.881
Close,4.891
Volume,396221.0
Quote_Volume,1947092.1731
sumpv,1944631.4534666666
sumv,396028.4
vwap,5.8
index,3462.0
mean,4.981596813017512
psum,17246.288166666625
dev,1.5948483801049598
v1,8803.196631466537
varince,2.543541355523414
sd1_pos,6.59742419005248
sd1_neg,5.00257580994752
sd2_pos,7.39484838010496
sd2_neg,4.20515161989504
sd3_pos,8.192272570157439
sd3_neg,3.40772742984256
sd4_pos,8.98969676020992
sd4_neg,2.6103032397900803
sd5_pos,9.787120950262398
sd5_neg,1.8128790497376004
sd6_pos,10.58454514031488
sd6_neg,1.0154548596851205
sd7_pos,11.381969330367358
sd7_neg,0.21803066963264062
sd8_pos,12.17939352041984
sd8_neg,-0.5793935204198393
hlc3,4.910333333333333
