,3461
Date,2021-11-11 18:00:00
Open,0.04872
High,0.04883
Low,0.04836
Close,0.04838
Volume,3715692.0
Quote_Volume,180456.9838
sumpv,180159.42145666663
sumv,3712841.0
vwap,0.05
index,3462.0
mean,0.04230307163489317
psum,146.45323400000015
dev,0.01626771802763081
v1,0.9159143670495319
varince,0.00026463864982650444
sd1_pos,0.05813385901381541
sd1_neg,0.041866140986184595
sd2_pos,0.06626771802763082
sd2_neg,0.03373228197236919
sd3_pos,0.07440157704144622
sd3_neg,0.025598422958553788
sd4_pos,0.08253543605526162
sd4_neg,0.01746456394473838
sd5_pos,0.09066929506907703
sd5_neg,0.009330704930922973
sd6_pos,0.09880315408289243
sd6_neg,0.0011968459171075724
sd7_pos,0.10693701309670783
sd7_neg,-0.006937013096707835
sd8_pos,0.11507087211052325
sd8_neg,-0.015070872110523242
hlc3,0.04852333333333333
