,3461
Date,2021-11-11 18:00:00
Open,56.89
High,57.64
Low,56.65
Close,56.71
Volume,66830.29
Quote_Volume,3820549.956
sumpv,3808489.77
sumv,66815.61
vwap,52.8
index,3462.0
mean,45.14033177354123
psum,156275.82859999972
dev,24.39686033980054
v1,2060010.7155559144
varince,595.2067944397326
sd1_pos,64.99843016990027
sd1_neg,40.60156983009973
sd2_pos,77.19686033980054
sd2_neg,28.403139660199457
sd3_pos,89.3952905097008
sd3_neg,16.204709490299187
sd4_pos,101.59372067960108
sd4_neg,4.006279320398917
sd5_pos,113.79215084950135
sd5_neg,-8.192150849501353
sd6_pos,125.99058101940162
sd6_neg,-20.390581019401623
sd7_pos,138.18901118930188
sd7_neg,-32.5890111893019
sd8_pos,150.38744135920217
sd8_neg,-44.78744135920216
hlc3,57.0
