,3461
Date,2021-11-11 18:00:00
Open,337.2
High,337.4
Low,334.8
Close,334.9
Volume,572.035
Quote_Volume,192272.161
sumpv,191936.1393
sumv,571.749
vwap,433.96
index,3462.0
mean,428.474110340843
psum,1483377.3699999985
dev,117.93808514365865
v1,48140405.46056831
varince,13909.391927352877
sd1_pos,492.9290425718293
sd1_neg,374.99095742817065
sd2_pos,551.8980851436586
sd2_neg,316.0219148563413
sd3_pos,610.867127715488
sd3_neg,257.052872284512
sd4_pos,669.8361702873173
sd4_neg,198.08382971268267
sd5_pos,728.8052128591466
sd5_neg,139.11478714085337
sd6_pos,787.7742554309759
sd6_neg,80.14574456902403
sd7_pos,846.7432980028052
sd7_neg,21.176701997194698
sd8_pos,905.7123405746346
sd8_neg,-37.792340574634636
hlc3,335.7
