,3461
Date,2021-11-11 18:00:00
Open,1.2061
High,1.2139
Low,1.199
Close,1.2013
Volume,8980368.0
Quote_Volume,10831270.3557
sumpv,10814366.7264
sumv,8976068.0
vwap,0.9
index,3462.0
mean,0.9045555006739856
psum,3131.571143333338
dev,0.3420625489742767
v1,404.9604912287076
varince,0.11700678741077943
sd1_pos,1.0710312744871384
sd1_neg,0.7289687255128616
sd2_pos,1.2420625489742767
sd2_neg,0.5579374510257233
sd3_pos,1.413093823461415
sd3_neg,0.38690617653858494
sd4_pos,1.5841250979485535
sd4_neg,0.21587490205144666
sd5_pos,1.7551563724356916
sd5_neg,0.044843627564308375
sd6_pos,1.92618764692283
sd6_neg,-0.12618764692283013
sd7_pos,2.0972189214099686
sd7_neg,-0.2972189214099684
sd8_pos,2.2682501958971066
sd8_neg,-0.4682501958971067
hlc3,1.2047999999999999
