,3461
Date,2021-11-11 18:00:00
Open,1.526
High,1.53
Low,1.513
Close,1.516
Volume,103022.2
Quote_Volume,156616.1318
sumpv,156442.84483333334
sumv,102945.5
vwap,1.63
index,3462.0
mean,1.329631658001157
psum,4603.184800000005
dev,0.851487321471157
v1,2509.331109505021
varince,0.7250306586261256
sd1_pos,2.0557436607355783
sd1_neg,1.2042563392644214
sd2_pos,2.481487321471157
sd2_neg,0.7785126785288429
sd3_pos,2.9072309822067357
sd3_neg,0.3527690177932643
sd4_pos,3.3329746429423137
sd4_neg,-0.07297464294231415
sd5_pos,3.7587183036778926
sd5_neg,-0.4987183036778928
sd6_pos,4.184461964413471
sd6_neg,-0.9244619644134713
sd7_pos,4.6102056251490495
sd7_neg,-1.3502056251490497
sd8_pos,5.035949285884628
sd8_neg,-1.7759492858846282
hlc3,1.5196666666666667
