,1690
Date,2021-11-04 16:00:00
Open,238.47
High,242.74
Low,234.0
Close,240.17
Volume,266302.29
Quote_Volume,63738007.3724
sumpv,63634769.5256
sumv,266295.12
vwap,65.48
index,1691.0
mean,61.978186792824744
psum,104805.11386666664
dev,59.90859720542628
v1,6065477.632316197
varince,3589.04001912201
sd1_pos,95.43429860271314
sd1_neg,35.525701397286866
sd2_pos,125.3885972054263
sd2_neg,5.5714027945737215
sd3_pos,155.34289580813942
sd3_neg,-24.382895808139423
sd4_pos,185.29719441085257
sd4_neg,-54.33719441085256
sd5_pos,215.25149301356572
sd5_neg,-84.2914930135657
sd6_pos,245.20579161627887
sd6_neg,-114.24579161627885
sd7_pos,275.16009021899197
sd7_neg,-144.200090218992
sd8_pos,305.1143888217051
sd8_neg,-174.15438882170514
hlc3,238.96333333333334
