,1690
Date,2021-11-04 16:00:00
Open,2.928
High,3.036
Low,2.875
Close,2.974
Volume,4153519.2
Quote_Volume,12317573.628
sumpv,12269720.906833332
sumv,4142843.3
vwap,1.69
index,1691.0
mean,1.6348015907746893
psum,2764.4494899999995
dev,0.6817221171798856
v1,785.4191261382615
varince,0.46474504505222575
sd1_pos,2.030861058589943
sd1_neg,1.3491389414100572
sd2_pos,2.3717221171798855
sd2_neg,1.0082778828201144
sd3_pos,2.7125831757698284
sd3_neg,0.6674168242301715
sd4_pos,3.0534442343597714
sd4_neg,0.3265557656402287
sd5_pos,3.394305292949714
sd5_neg,-0.014305292949714055
sd6_pos,3.735166351539657
sd6_neg,-0.35516635153965703
sd7_pos,4.0760274101295995
sd7_neg,-0.6960274101295996
sd8_pos,4.416888468719542
sd8_neg,-1.0368884687195425
hlc3,2.9616666666666664
