,1690
Date,2021-11-04 16:00:00
Open,1.974
High,1.991
Low,1.956
Close,1.977
Volume,13187693.5
Quote_Volume,26043438.1883
sumpv,26040153.01
sumv,13184887.6
vwap,1.46
index,1691.0
mean,1.5864610624876803
psum,2682.7056566666674
dev,0.577279709149483
v1,563.1956477867528
varince,0.3332518625957117
sd1_pos,1.7486398545747415
sd1_neg,1.1713601454252585
sd2_pos,2.037279709149483
sd2_neg,0.882720290850517
sd3_pos,2.3259195637242245
sd3_neg,0.5940804362757754
sd4_pos,2.614559418298966
sd4_neg,0.30544058170103394
sd5_pos,2.9031992728737075
sd5_neg,0.016800727126292436
sd6_pos,3.191839127448449
sd6_neg,-0.27183912744844907
sd7_pos,3.4804789820231905
sd7_neg,-0.5604789820231906
sd8_pos,3.769118836597932
sd8_neg,-0.8491188365979321
hlc3,1.9750000000000003
