,3461
Date,2021-11-11 18:00:00
Open,0.06143
High,0.06165
Low,0.06013
Close,0.06116
Volume,12384899.8
Quote_Volume,753848.991246
sumpv,755170.8150103333
sumv,12384586.7
vwap,0.08
index,3462.0
mean,0.06532929905642194
psum,226.17003333333275
dev,0.02764773995374911
v1,2.6455798324680164
varince,0.0007643975245501348
sd1_pos,0.09382386997687456
sd1_neg,0.06617613002312545
sd2_pos,0.10764773995374911
sd2_neg,0.05235226004625089
sd3_pos,0.12147160993062367
sd3_neg,0.03852839006937634
sd4_pos,0.1352954799074982
sd4_neg,0.024704520092501785
sd5_pos,0.14911934988437275
sd5_neg,0.010880650115627236
sd6_pos,0.16294321986124732
sd6_neg,-0.0029432198612473204
sd7_pos,0.1767670898381219
sd7_neg,-0.016767089838121876
sd8_pos,0.19059095981499644
sd8_neg,-0.030590959814996432
hlc3,0.06097666666666667
