,3461
Date,2021-11-11 18:00:00
Open,33.24
High,33.31
Low,32.89
Close,32.96
Volume,49053.09
Quote_Volume,1622869.2107
sumpv,1620954.7665000001
sumv,49045.53
vwap,22.95
index,3462.0
mean,21.22433140766411
psum,73478.63533333315
dev,9.010514160291367
v1,280996.39376295963
varince,81.18936543281121
sd1_pos,27.45525708014568
sd1_neg,18.444742919854317
sd2_pos,31.960514160291368
sd2_neg,13.939485839708633
sd3_pos,36.46577124043705
sd3_neg,9.434228759562949
sd4_pos,40.97102832058273
sd4_neg,4.928971679417266
sd5_pos,45.476285400728415
sd5_neg,0.42371459927158384
sd6_pos,49.9815424808741
sd6_neg,-4.081542480874102
sd7_pos,54.48679956101978
sd7_neg,-8.586799561019784
sd8_pos,58.99205664116546
sd8_neg,-13.092056641165467
hlc3,33.050000000000004
