,1690
Date,2021-11-04 16:00:00
Open,82.75
High,83.93
Low,81.62
Close,83.79
Volume,8213.05
Quote_Volume,680214.1946
sumpv,682143.6583
sumv,8204.43
vwap,81.22
index,1691.0
mean,75.44089670806244
psum,127570.55633333359
dev,24.825313497361137
v1,1041540.5615094211
varince,616.296190242261
sd1_pos,93.63265674868057
sd1_neg,68.80734325131942
sd2_pos,106.04531349736114
sd2_neg,56.39468650263886
sd3_pos,118.4579702460417
sd3_neg,43.982029753958294
sd4_pos,130.87062699472227
sd4_neg,31.569373005277725
sd5_pos,143.28328374340285
sd5_neg,19.156716256597157
sd6_pos,155.69594049208342
sd6_neg,6.744059507916589
sd7_pos,168.10859724076397
sd7_neg,-5.668597240763972
sd8_pos,180.52125398944455
sd8_neg,-18.081253989444548
hlc3,83.14333333333333
