,1690
Date,2021-11-04 16:00:00
Open,0.3683
High,0.3716
Low,0.365
Close,0.3697
Volume,7930933.0
Quote_Volume,2924187.7112
sumpv,2907924.5866
sumv,7883403.0
vwap,0.43
index,1691.0
mean,0.3817937019515095
psum,645.6131500000026
dev,0.10596285854483406
v1,18.975535290777344
varince,0.011228127390992512
sd1_pos,0.48298142927241705
sd1_neg,0.37701857072758294
sd2_pos,0.535962858544834
sd2_neg,0.32403714145516593
sd3_pos,0.588944287817251
sd3_neg,0.27105571218274893
sd4_pos,0.6419257170896682
sd4_neg,0.21807428291033187
sd5_pos,0.6949071463620851
sd5_neg,0.16509285363791487
sd6_pos,0.7478885756345022
sd6_neg,0.11211142436549781
sd7_pos,0.8008700049069193
sd7_neg,0.059129995093080756
sd8_pos,0.8538514341793362
sd8_neg,0.006148565820663754
hlc3,0.3688666666666667
