,id,symbol,type,interval,amount,startDate,endDate,buy,sell,growth/drop,closed,status,15,30,45,60,vwap20,RSI,V-B,V-BTC,V-C,Volume,coin,high,low,sell_zscore
0,db75cd56-951d-11ec-83fd-f4d1080d95a2,DOTUSDT,rsi,15m,500,2022-02-24 03:00:00,2022-02-24 03:00:00,15.61,15.69,0.5124919923126205,True,True,,,,,,0.0,90.74922703407915,575641.54,93.38805187686768,575641.54,-3.3311979500320286,15.69,15.5,0.0
1,db788a99-951d-11ec-8b35-f4d1080d95a2,ETCUSDT,rsi,15m,500,2022-02-24 03:00:00,2022-02-24 03:00:00,26.14,25.35,-3.0221882172915038,True,True,,,,,,0.0,90.74922703407915,89162.23,78.05566325561844,89162.23,-3.4047436878347384,26.14,25.35,0.0
2,db7b6ec7-951d-11ec-99cb-f4d1080d95a2,LUNAUSDT,rsi,15m,500,2022-02-24 03:00:00,2022-02-24 03:00:00,57.54,55.78,-3.0587417448731284,True,True,,,,,,0.0,90.74922703407915,236877.35,76.48663327245092,236877.35,-3.493222106360789,57.59,55.78,0.0
3,db7db729-951d-11ec-bedc-f4d1080d95a2,BNBUSDT,rsi,15m,500,2022-02-24 03:00:00,2022-02-24 03:30:00,358.0,347.2,-3.016759776536316,True,True,-2.3743016759776534,-3.016759776536316,,,,0.0,90.74922703407915,40678.504,86.81432581689828,40678.504,-2.681564245810062,358.1,347.2,0.0
4,db81103e-951d-11ec-a7c4-f4d1080d95a2,SANDUSDT,rsi,15m,500,2022-02-24 03:00:00,2022-02-24 03:30:00,2.8899,2.8006,-3.090072320841542,True,True,-1.6955604000138391,-3.090072320841542,,,,0.0,90.74922703407915,1615640.0,78.15831497115694,1615640.0,-3.5399148759472663,2.8937,2.8006,0.0
5,db8a7fab-951d-11ec-a1ad-f4d1080d95a2,COTIUSDT,rsi,15m,500,2022-02-24 03:00:00,2022-02-24 03:30:00,0.1968,0.1908,-3.0487804878048808,True,True,-2.8963414634146396,-3.0487804878048808,,,,0.0,90.74922703407915,588587.0,74.12379138513083,588587.0,-3.658536585365846,0.1972,0.1908,0.0
6,db8e26ab-951d-11ec-bc99-f4d1080d95a2,FIOUSDT,rsi,15m,500,2022-02-24 03:00:00,2022-02-24 03:45:00,0.0869,0.085,-2.1864211737629446,True,True,-1.3808975834292365,-2.416570771001156,-2.1864211737629446,,,0.0,90.74922703407915,266074.0,95.0863293670182,266074.0,-3.107019562715758,0.087,0.0847,0.0
7,db90bd0c-951d-11ec-8e57-f4d1080d95a2,AVAXUSDT,rsi,15m,500,2022-02-24 03:00:00,2022-02-24 03:15:00,71.57,69.41,-3.018024311862508,True,True,-3.018024311862508,,,,,0.0,90.74922703407915,111405.89,79.96749543493617,111405.89,-3.6328070420567395,71.61,69.41,0.0
8,db932d9c-951d-11ec-b0c9-f4d1080d95a2,ONGUSDT,rsi,15m,500,2022-02-24 03:00:00,2022-02-24 03:00:00,0.7531,0.763,1.3145664586376338,True,True,,,,,,0.0,90.74922703407915,479513.0,83.3007655683996,479513.0,-2.7088036117381455,0.763,0.7363,0.0
9,db959ce5-951d-11ec-b583-f4d1080d95a2,GRTUSDT,rsi,15m,500,2022-02-24 03:00:00,2022-02-24 03:00:00,0.3427,0.3446,0.5544207761890905,True,True,,,,,,0.0,90.74922703407915,2602181.0,89.43321006494168,2602181.0,-3.764225269915385,0.3446,0.3391,0.0
10,db980c3b-951d-11ec-9973-f4d1080d95a2,RVNUSDT,rsi,15m,500,2022-02-24 03:00:00,2022-02-24 03:15:00,0.05147,0.04991,-3.030891781620359,True,True,-3.030891781620359,,,,,0.0,90.74922703407915,4702935.3,66.02823347367759,4702935.3,-3.8469011074412194,0.05148,0.04991,0.0
11,db9f0c14-951d-11ec-ab45-f4d1080d95a2,EOSUSDT,rsi,15m,500,2022-02-24 03:00:00,2022-02-24 03:15:00,2.061,1.998,-3.0567685589519624,True,True,-3.0567685589519624,,,,,0.0,90.74922703407915,737993.4,78.58189517684032,737993.4,-2.6686074721009296,2.061,1.998,0.0
12,dba1a2b7-951d-11ec-b8ce-f4d1080d95a2,BANDUSDT,rsi,15m,500,2022-02-24 03:00:00,2022-02-24 03:15:00,3.56,3.453,-3.005617977528096,True,True,-3.005617977528096,,,,,0.0,90.74922703407915,70846.5,92.42714883586345,70846.5,-3.2584269662921375,3.576,3.453,0.0
13,dba411fd-951d-11ec-8e1b-f4d1080d95a2,AXSUSDT,rsi,15m,500,2022-02-24 03:00:00,2022-02-24 03:00:00,47.65,46.22,-3.001049317943336,True,True,,,,,,0.0,90.74922703407915,23031.01,71.25423505091614,23031.01,-3.1059811122770284,47.7,46.22,0.0
14,dba68157-951d-11ec-9b53-f4d1080d95a2,TLMUSDT,rsi,15m,500,2022-02-24 03:00:00,2022-02-24 03:15:00,0.1,0.0969,-3.1000000000000054,True,True,-3.1000000000000054,,,,,0.0,90.74922703407915,5710228.0,74.54352085415854,5710228.0,-3.4999999999999893,0.1001,0.0969,0.0
15,dbaae9c9-951d-11ec-9317-f4d1080d95a2,GALAUSDT,rsi,15m,500,2022-02-24 03:00:00,2022-02-24 03:00:00,0.21656,0.21001,-3.0245659401551532,True,True,,,,,,0.0,90.74922703407915,36590827.0,67.66629242897407,36590827.0,-4.682305134835616,0.21696,0.21001,0.0
16,dbafef69-951d-11ec-9c3e-f4d1080d95a2,DOGEUSDT,rsi,15m,500,2022-02-24 03:00:00,2022-02-24 03:30:00,0.1243,0.1205,-3.057119871279162,True,True,-2.1721641190667693,-3.057119871279162,,,,0.0,90.74922703407915,35597549.0,83.91302446131895,35597549.0,-2.493966210780386,0.1244,0.1205,0.0
17,dbb3e451-951d-11ec-8b51-f4d1080d95a2,QNTUSDT,rsi,15m,500,2022-02-24 03:00:00,2022-02-24 03:00:00,104.2,105.0,0.7677543186180396,True,True,,,,,,0.0,90.74922703407915,2408.398,77.12678718384586,2408.398,-4.7024952015355,105.0,104.2,0.0
18,dbb62cb4-951d-11ec-bfbd-f4d1080d95a2,NEARUSDT,rsi,15m,500,2022-02-24 03:00:00,2022-02-24 03:30:00,8.308,8.053,-3.069330765527191,True,True,-2.286952335098694,-3.069330765527191,,,,0.0,90.74922703407915,292444.2,80.01068237974971,292444.2,-3.466538276360138,8.323,8.053,0.0
19,dbb89c06-951d-11ec-84c9-f4d1080d95a2,ALPHAUSDT,rsi,15m,500,2022-02-24 03:00:00,2022-02-24 03:30:00,0.2969,0.2879,-3.0313236780060655,True,True,-1.8861569552037702,-3.0313236780060655,,,,0.0,90.74922703407915,588485.0,84.27776408914416,588485.0,-3.469181542606931,0.2972,0.2879,0.0
