,Id,Symbol,Date,Price,BC,SC,TPS,Volume,DIFF,ZSCORE,High,Low,Close,DIF_450,DIF_48,DIF_484,DIF_84,DIF_840,VWAP_450,VWAP_48,VWAP_484,VWAP_84,VWAP_840,2022-08-29 22:45:00/high,2022-08-29 22:45:00/low,2022-08-29 22:45:00/H%,2022-08-29 22:45:00/L%,2022-08-29 22:59:00/high,2022-08-29 22:59:00/low,2022-08-29 22:59:00/H%,2022-08-29 22:59:00/L%,2022-08-29 23:15:00/high,2022-08-29 23:15:00/low,2022-08-29 23:15:00/H%,2022-08-29 23:15:00/L%,2022-08-29 23:30:00/high,2022-08-29 23:30:00/low,2022-08-29 23:30:00/H%,2022-08-29 23:30:00/L%,2022-08-29 23:45:00/high,2022-08-29 23:45:00/low,2022-08-29 23:45:00/H%,2022-08-29 23:45:00/L%,2022-08-29 23:59:00/high,2022-08-29 23:59:00/low,2022-08-29 23:59:00/H%,2022-08-29 23:59:00/L%,2022-08-30 00:15:00/high,2022-08-30 00:15:00/low,2022-08-30 00:15:00/H%,2022-08-30 00:15:00/L%,2022-08-30 00:30:00/high,2022-08-30 00:30:00/low,2022-08-30 00:30:00/H%,2022-08-30 00:30:00/L%,2022-08-30 00:45:00/high,2022-08-30 00:45:00/low,2022-08-30 00:45:00/H%,2022-08-30 00:45:00/L%,2022-08-30 00:59:00/high,2022-08-30 00:59:00/low,2022-08-30 00:59:00/H%,2022-08-30 00:59:00/L%,2022-08-30 01:15:00/high,2022-08-30 01:15:00/low,2022-08-30 01:15:00/H%,2022-08-30 01:15:00/L%,2022-08-30 01:30:00/high,2022-08-30 01:30:00/low,2022-08-30 01:30:00/H%,2022-08-30 01:30:00/L%,2022-08-30 01:45:00/high,2022-08-30 01:45:00/low,2022-08-30 01:45:00/H%,2022-08-30 01:45:00/L%,2022-08-30 01:59:00/high,2022-08-30 01:59:00/low,2022-08-30 01:59:00/H%,2022-08-30 01:59:00/L%,2022-08-30 02:15:00/high,2022-08-30 02:15:00/low,2022-08-30 02:15:00/H%,2022-08-30 02:15:00/L%,2022-08-30 02:30:00/high,2022-08-30 02:30:00/low,2022-08-30 02:30:00/H%,2022-08-30 02:30:00/L%,2022-08-30 02:45:00/high,2022-08-30 02:45:00/low,2022-08-30 02:45:00/H%,2022-08-30 02:45:00/L%,2022-08-30 02:59:00/high,2022-08-30 02:59:00/low,2022-08-30 02:59:00/H%,2022-08-30 02:59:00/L%,2022-08-30 03:30:00/high,2022-08-30 03:30:00/low,2022-08-30 03:30:00/H%,2022-08-30 03:30:00/L%,2022-08-30 03:45:00/high,2022-08-30 03:45:00/low,2022-08-30 03:45:00/H%,2022-08-30 03:45:00/L%,2022-08-30 03:59:00/high,2022-08-30 03:59:00/low,2022-08-30 03:59:00/H%,2022-08-30 03:59:00/L%,2022-08-30 04:15:00/high,2022-08-30 04:15:00/low,2022-08-30 04:15:00/H%,2022-08-30 04:15:00/L%,2022-08-30 04:30:00/high,2022-08-30 04:30:00/low,2022-08-30 04:30:00/H%,2022-08-30 04:30:00/L%,2022-08-30 04:45:00/high,2022-08-30 04:45:00/low,2022-08-30 04:45:00/H%,2022-08-30 04:45:00/L%,2022-08-30 04:59:00/high,2022-08-30 04:59:00/low,2022-08-30 04:59:00/H%,2022-08-30 04:59:00/L%,2022-08-30 05:15:00/high,2022-08-30 05:15:00/low,2022-08-30 05:15:00/H%,2022-08-30 05:15:00/L%,2022-08-30 05:30:00/high,2022-08-30 05:30:00/low,2022-08-30 05:30:00/H%,2022-08-30 05:30:00/L%,2022-08-30 05:45:00/high,2022-08-30 05:45:00/low,2022-08-30 05:45:00/H%,2022-08-30 05:45:00/L%,2022-08-30 05:59:00/high,2022-08-30 05:59:00/low,2022-08-30 05:59:00/H%,2022-08-30 05:59:00/L%,2022-08-30 06:15:00/high,2022-08-30 06:15:00/low,2022-08-30 06:15:00/H%,2022-08-30 06:15:00/L%,2022-08-30 06:30:00/high,2022-08-30 06:30:00/low,2022-08-30 06:30:00/H%,2022-08-30 06:30:00/L%,2022-08-30 06:45:00/high,2022-08-30 06:45:00/low,2022-08-30 06:45:00/H%,2022-08-30 06:45:00/L%,2022-08-30 06:59:00/high,2022-08-30 06:59:00/low,2022-08-30 06:59:00/H%,2022-08-30 06:59:00/L%,2022-08-30 07:30:00/high,2022-08-30 07:30:00/low,2022-08-30 07:30:00/H%,2022-08-30 07:30:00/L%,2022-08-30 07:45:00/high,2022-08-30 07:45:00/low,2022-08-30 07:45:00/H%,2022-08-30 07:45:00/L%,2022-08-30 07:59:00/high,2022-08-30 07:59:00/low,2022-08-30 07:59:00/H%,2022-08-30 07:59:00/L%,2022-08-30 08:15:00/high,2022-08-30 08:15:00/low,2022-08-30 08:15:00/H%,2022-08-30 08:15:00/L%,2022-08-30 08:30:00/high,2022-08-30 08:30:00/low,2022-08-30 08:30:00/H%,2022-08-30 08:30:00/L%,2022-08-30 08:45:00/high,2022-08-30 08:45:00/low,2022-08-30 08:45:00/H%,2022-08-30 08:45:00/L%,2022-08-30 09:15:00/high,2022-08-30 09:15:00/low,2022-08-30 09:15:00/H%,2022-08-30 09:15:00/L%,2022-08-30 09:30:00/high,2022-08-30 09:30:00/low,2022-08-30 09:30:00/H%,2022-08-30 09:30:00/L%,2022-08-30 10:30:00/high,2022-08-30 10:30:00/low,2022-08-30 10:30:00/H%,2022-08-30 10:30:00/L%,2022-08-30 10:45:00/high,2022-08-30 10:45:00/low,2022-08-30 10:45:00/H%,2022-08-30 10:45:00/L%,2022-08-30 10:59:00/high,2022-08-30 10:59:00/low,2022-08-30 10:59:00/H%,2022-08-30 10:59:00/L%,2022-08-30 11:15:00/high,2022-08-30 11:15:00/low,2022-08-30 11:15:00/H%,2022-08-30 11:15:00/L%,2022-08-30 11:30:00/high,2022-08-30 11:30:00/low,2022-08-30 11:30:00/H%,2022-08-30 11:30:00/L%,2022-08-30 11:45:00/high,2022-08-30 11:45:00/low,2022-08-30 11:45:00/H%,2022-08-30 11:45:00/L%,2022-08-30 11:59:00/high,2022-08-30 11:59:00/low,2022-08-30 11:59:00/H%,2022-08-30 11:59:00/L%,2022-08-30 12:30:00/high,2022-08-30 12:30:00/low,2022-08-30 12:30:00/H%,2022-08-30 12:30:00/L%,2022-08-30 12:45:00/high,2022-08-30 12:45:00/low,2022-08-30 12:45:00/H%,2022-08-30 12:45:00/L%,2022-08-30 12:59:00/high,2022-08-30 12:59:00/low,2022-08-30 12:59:00/H%,2022-08-30 12:59:00/L%,2022-08-30 13:15:00/high,2022-08-30 13:15:00/low,2022-08-30 13:15:00/H%,2022-08-30 13:15:00/L%,2022-08-30 13:45:00/high,2022-08-30 13:45:00/low,2022-08-30 13:45:00/H%,2022-08-30 13:45:00/L%,2022-08-30 13:59:00/high,2022-08-30 13:59:00/low,2022-08-30 13:59:00/H%,2022-08-30 13:59:00/L%,2022-08-30 14:15:00/high,2022-08-30 14:15:00/low,2022-08-30 14:15:00/H%,2022-08-30 14:15:00/L%,2022-08-30 14:45:00/high,2022-08-30 14:45:00/low,2022-08-30 14:45:00/H%,2022-08-30 14:45:00/L%,2022-08-30 14:59:00/high,2022-08-30 14:59:00/low,2022-08-30 14:59:00/H%,2022-08-30 14:59:00/L%,2022-08-30 15:30:00/high,2022-08-30 15:30:00/low,2022-08-30 15:30:00/H%,2022-08-30 15:30:00/L%,2022-08-30 15:45:00/high,2022-08-30 15:45:00/low,2022-08-30 15:45:00/H%,2022-08-30 15:45:00/L%,2022-08-30 15:59:00/high,2022-08-30 15:59:00/low,2022-08-30 15:59:00/H%,2022-08-30 15:59:00/L%,2022-08-30 16:15:00/high,2022-08-30 16:15:00/low,2022-08-30 16:15:00/H%,2022-08-30 16:15:00/L%,2022-08-30 16:30:00/high,2022-08-30 16:30:00/low,2022-08-30 16:30:00/H%,2022-08-30 16:30:00/L%,2022-08-30 16:45:00/high,2022-08-30 16:45:00/low,2022-08-30 16:45:00/H%,2022-08-30 16:45:00/L%,2022-08-30 16:59:00/high,2022-08-30 16:59:00/low,2022-08-30 16:59:00/H%,2022-08-30 16:59:00/L%,2022-08-30 17:15:00/high,2022-08-30 17:15:00/low,2022-08-30 17:15:00/H%,2022-08-30 17:15:00/L%,2022-08-30 17:30:00/high,2022-08-30 17:30:00/low,2022-08-30 17:30:00/H%,2022-08-30 17:30:00/L%,2022-08-30 17:45:00/high,2022-08-30 17:45:00/low,2022-08-30 17:45:00/H%,2022-08-30 17:45:00/L%,2022-08-30 17:59:00/high,2022-08-30 17:59:00/low,2022-08-30 17:59:00/H%,2022-08-30 17:59:00/L%,2022-08-30 18:15:00/high,2022-08-30 18:15:00/low,2022-08-30 18:15:00/H%,2022-08-30 18:15:00/L%,2022-08-30 18:45:00/high,2022-08-30 18:45:00/low,2022-08-30 18:45:00/H%,2022-08-30 18:45:00/L%,2022-08-30 19:30:00/high,2022-08-30 19:30:00/low,2022-08-30 19:30:00/H%,2022-08-30 19:30:00/L%,2022-08-30 19:45:00/high,2022-08-30 19:45:00/low,2022-08-30 19:45:00/H%,2022-08-30 19:45:00/L%,2022-08-30 19:59:00/high,2022-08-30 19:59:00/low,2022-08-30 19:59:00/H%,2022-08-30 19:59:00/L%,2022-08-30 20:15:00/high,2022-08-30 20:15:00/low,2022-08-30 20:15:00/H%,2022-08-30 20:15:00/L%,2022-08-30 20:45:00/high,2022-08-30 20:45:00/low,2022-08-30 20:45:00/H%,2022-08-30 20:45:00/L%,2022-08-30 20:59:00/high,2022-08-30 20:59:00/low,2022-08-30 20:59:00/H%,2022-08-30 20:59:00/L%,2022-08-30 21:45:00/high,2022-08-30 21:45:00/low,2022-08-30 21:45:00/H%,2022-08-30 21:45:00/L%,2022-08-30 21:59:00/high,2022-08-30 21:59:00/low,2022-08-30 21:59:00/H%,2022-08-30 21:59:00/L%,2022-08-30 22:15:00/high,2022-08-30 22:15:00/low,2022-08-30 22:15:00/H%,2022-08-30 22:15:00/L%,2022-08-30 22:30:00/high,2022-08-30 22:30:00/low,2022-08-30 22:30:00/H%,2022-08-30 22:30:00/L%
0,2227b5d2-27ec-11ed-8980-f4d1080d95a2,PORTOUSDT,2022-08-29 22:44:26.840000,5.7615,48,14,1.0333333333333334,19867.658461000006,14597.716389000008,1.4328719176960762,5.9917,5.36140000,5.60240000,,5.700661731106783,5.626119715555601,5.681031463246871,5.582020721696755,,1.5591021296513923,,2.3122738452085074,,5.7849,5.7615,0.0019571844256616178,-0.002095746154912037,5.7849,5.7174,0.0074186301656131715,-0.004336241575675359,5.8238,5.7174,0.002547770700636942,-0.015768634876915266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,228b1a66-27ec-11ed-b127-f4d1080d95a2,LAZIOUSDT,2022-08-29 22:44:26.840000,5.9494,64,36,1.6666666666666667,22868.678091000005,13715.465518999998,1.861061204221643,6.4697,5.54150000,5.9754,,5.846640452870897,5.711311135595495,5.823856732164554,5.621427368374514,,1.5990253679577398,,2.342959379704917,,5.9729,5.9375,0.004101874422123286,-0.001849205682104782,5.9729,5.8715,0.017131277352996355,-0.0001362328218925679,6.03,5.8567,0.0002654103908168448,-0.028481852564527954,6.1796,5.8567,0.014562708302549687,-0.03845080365791598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8bee86ac-27ed-11ed-b60c-f4d1080d95a2,LTCUSDT,2022-08-29 22:54:33.809000,55.47,55,23,1.3,38153.68356999998,20625.54519,1.0478673132116199,56.12,52.00000000,53.14,,55.324927447995414,55.57863755668043,55.401804053789895,55.481330796850074,,-1.7646154345206166,,0.1945101629903905,,,,,,55.5,55.36,0.0012628540501533614,-0.0012628540501533614,55.5,55.23,0.004161389542246985,-0.0007237199203908862,55.56000000,55.1,0.0012614885564967704,-0.007028293386195705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,b1283028-27ed-11ed-8b40-f4d1080d95a2,XECUSDT,2022-08-29 22:55:36.262000,5.048e-05,89,48,2.283333333333333,54193.08291636,18848.34351662,1.2833371098094657,5.15e-05,0.00004523,0.00004560,,4.996322916920783e-05,4.8363396018446725e-05,4.9648165287022516e-05,4.8275123058596754e-05,,1.3108141624150338,,1.618045887534254,,,,,,5.064e-05,5.029e-05,0.00019751135690304622,-0.006715386134702794,5.134e-05,5.029e-05,0.01683501683501687,-0.0039611804317686294,5.134e-05,5.027e-05,0.016030081139916996,-0.005145458143677062,5.134e-05,4.982e-05,0.03050983540746688,0.0,5.134e-05,0.00004967,0.0276220976781425,-0.005804643714972135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,f5264874-27ed-11ed-b024-f4d1080d95a2,XECUSDT,2022-08-29 22:57:30.335000,0.00005029,169,112,4.683333333333334,102257.08868501993,17197.454505240028,0.7921293338784107,5.15e-05,0.00004523,0.00004560,,5.001282624157378e-05,4.840164410968343e-05,4.971793901449988e-05,4.8273584357566496e-05,,1.3590355552654994,,1.7006937837631615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3ee71964-27ef-11ed-99c4-f4d1080d95a2,LAZIOUSDT,2022-08-29 23:06:43.538000,5.9619,193,75,4.466666666666667,99923.71537899994,79820.613511,1.0198896774057589,6.4697,5.54150000,5.9754,,5.88920817010331,5.7309550852771105,5.861573784922897,5.628645298922057,,0.9088292486734277,,1.3471178109614386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,60f4566c-27f0-11ed-ac5d-f4d1080d95a2,PORTOUSDT,2022-08-29 23:14:50.200000,5.8238,45,21,1.1,15010.649765999997,5838.713639999999,2.122933160407605,5.9917,5.36140000,5.60240000,,5.74069158182879,5.652356260314098,5.721121383176161,5.58958423194996,,0.8371284296618771,,1.4369481816890017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,615529d2-27f0-11ed-8163-f4d1080d95a2,LAZIOUSDT,2022-08-29 23:14:50.200000,6.0244,84,14,1.6333333333333333,23034.966622000004,16862.858874,1.8717992515749442,6.4697,5.54150000,5.9754,,5.916892310007544,5.74707796177156,5.887002890641267,5.6393738406260985,,0.9025647529292274,,1.3959354337393661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,854caa12-27f0-11ed-a0f3-f4d1080d95a2,SNXUSDT,2022-08-29 23:15:51.181000,3.446,121,32,2.55,142201.7484000002,76696.49099999994,-0.9832036501645733,3.53700000,2.998,3.021,,3.470207379730491,3.4150727116578734,3.486455706832835,3.312593110108891,,-1.5464657510976922,,-1.7393164883232586,,,,,,,,,,3.446,3.446,0.0,0.0,3.476,3.439,0.0014405070584846413,-0.009219245174301394,3.486,3.439,0.00809716599190291,-0.005494505494505586,3.486,3.439,0.00201207243460777,-0.011497556769186512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,cd2aa246-27f0-11ed-9983-f4d1080d95a2,LAZIOUSDT,2022-08-29 23:17:51.753000,6.1,173,66,3.9833333333333334,63017.39844100003,20819.168159000004,2.5726364829539814,6.4697,5.54150000,5.9754,,5.92674930078894,5.75231122082013,5.893989191670837,5.642243480109278,,0.882563316349608,,1.3262337534301167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
