,id,symbol,startDate,DIFF,SDIFF,endDate,buy,rate,closed
0,14bc8195-cfb1-11ec-9612-3c2c30d32cbe,EGLDUSDT,2022-05-09 16:00:00.726,749786.0932000095,-132861.48510000086,2022-05-09 20:10:43.501,107.11,2.0166184296517566,True
1,150e40ff-cfb1-11ec-b353-3c2c30d32cbe,ETCUSDT,2022-05-09 16:00:00.911,518397.81140000024,57998.905499999295,2022-05-09 23:59:59.029,24.86,-8.608205953338699,False
2,15a0b253-cfb1-11ec-9338-3c2c30d32cbe,TRXUSDT,2022-05-09 16:00:02.221,1132503.9404771142,1461584.3178629763,2022-05-09 17:20:00.060,0.07757,2.062653087533846,True
3,760e9ba0-cfb9-11ec-bbbf-3c2c30d32cbe,ETHUSDT,2022-05-09 17:00:00.001,2378555.4941141456,4889617.263615146,2022-05-09 23:59:59.071,2328.19,-4.184795914422785,False
4,766f44fe-cfb9-11ec-8947-3c2c30d32cbe,LUNAUSDT,2022-05-09 17:00:00.296,3336487.832200058,1432406.0234013349,2022-05-09 23:59:59.247,53.68,-43.4612518628912,False
5,773398a2-cfb9-11ec-8111-3c2c30d32cbe,EOSUSDT,2022-05-09 17:00:01.753,563403.2046769871,563403.2046769871,2022-05-09 17:07:34.224,1.746,2.1764032073310444,True
6,779c20d3-cfb9-11ec-8854-3c2c30d32cbe,ATOMUSDT,2022-05-09 17:00:01.833,580130.3150999928,580130.3150999928,2022-05-09 17:17:56.376,13.91,2.156721782890012,True
7,d7dca9c7-cfc1-11ec-b22b-3c2c30d32cbe,COCOSUSDT,2022-05-09 18:00:00.086,1283384.4188999915,1283384.4188999915,2022-05-09 18:02:17.242,1.0406,2.066115702479346,True
8,d84c4392-cfc1-11ec-a638-3c2c30d32cbe,AXSUSDT,2022-05-09 18:00:00.185,603593.8584999852,181507.8743999917,2022-05-09 23:59:59.154,27.55,-10.090744101633398,False
9,d89d7b98-cfc1-11ec-b0aa-3c2c30d32cbe,EOSUSDT,2022-05-09 18:00:00.526,853328.667100002,182165.6404999965,2022-05-09 23:59:59.094,1.791,-11.278615298715799,False
10,d8e6da2f-cfc1-11ec-86cd-3c2c30d32cbe,TRXUSDT,2022-05-09 18:00:00.543,1793909.4558537807,1438057.0529050152,2022-05-09 23:59:58.656,0.07826,-7.07896754408381,False
11,d9af4ce5-cfc1-11ec-aae8-3c2c30d32cbe,NEARUSDT,2022-05-09 18:00:03.145,588582.7780999988,588582.7780999988,2022-05-09 18:06:31.219,10.494,2.001143510577481,True
12,39c66092-cfca-11ec-a878-3c2c30d32cbe,LTCUSDT,2022-05-09 19:00:00.130,766664.0529792998,960372.9293999937,2022-05-09 20:01:59.076,79.3,2.017654476670881,True
13,3aef1a8f-cfca-11ec-86bf-3c2c30d32cbe,XECUSDT,2022-05-09 19:00:01.800,553465.3094759494,12819.24428438174,2022-05-09 20:06:46.918,5.618e-05,2.029191883232466,True
14,9bc94678-cfd2-11ec-902b-3c2c30d32cbe,DOTUSDT,2022-05-09 20:00:00.081,881440.6370999934,881440.6370999934,2022-05-09 20:06:48.823,11.09,2.073940486925162,True
15,9c1b9ae0-cfd2-11ec-ae99-3c2c30d32cbe,MATICUSDT,2022-05-09 20:00:00.082,1113229.153500008,1113229.153500008,2022-05-09 20:07:02.147,0.827,2.055622732769047,True
16,9c6e75dd-cfd2-11ec-9932-3c2c30d32cbe,WAVESUSDT,2022-05-09 20:00:00.083,658837.5205000085,658837.5205000085,2022-05-09 20:03:57.312,13.17,2.050113895216398,True
17,9cc40be9-cfd2-11ec-a745-3c2c30d32cbe,GALAUSDT,2022-05-09 20:00:00.237,647319.8367100214,647319.8367100214,2022-05-09 20:04:17.902,0.112,2.017857142857141,True
18,fd23f253-cfda-11ec-b70a-3c2c30d32cbe,DOTUSDT,2022-05-09 21:00:00.142,695079.0542000243,298342.4037999925,2022-05-09 23:59:58.877,11.29,-5.845881310894583,False
19,fd783dae-cfda-11ec-9fb4-3c2c30d32cbe,MATICUSDT,2022-05-09 21:00:00.162,912743.5935999877,-78496.15409998689,2022-05-09 23:59:59.423,0.855,-5.1461988304093484,False
20,fdcc11b9-cfda-11ec-a74a-3c2c30d32cbe,SOLUSDT,2022-05-09 21:00:00.309,876801.3723000363,876801.3723000363,2022-05-09 21:43:43.520,66.51,2.044805292437226,True
21,fe1a302e-cfda-11ec-9f84-3c2c30d32cbe,CAKEUSDT,2022-05-09 21:00:00.452,642348.0007200092,-58069.437240000116,2022-05-09 23:59:59.791,5.776,-3.601108033241,False
22,fe6ca9f9-cfda-11ec-bfd2-3c2c30d32cbe,GALAUSDT,2022-05-09 21:00:00.552,544259.2458299864,139690.53129000566,2022-05-09 23:59:58.235,0.11331,-9.054805401111988,False
23,febb53dc-cfda-11ec-95b7-3c2c30d32cbe,FTMUSDT,2022-05-09 21:00:00.659,544864.2126000375,-209349.30360000045,2022-05-09 23:59:57.899,0.5822,-6.990724836825844,False
24,5eeb1905-cfe3-11ec-8443-3c2c30d32cbe,BNBUSDT,2022-05-09 22:00:00.048,1056345.659599997,-102224.35750004463,2022-05-09 23:59:59.501,307.6,-3.6736020806241907,False
25,5f4a6668-cfe3-11ec-95e9-3c2c30d32cbe,CRVUSDT,2022-05-09 22:00:00.264,560027.9578999999,560027.9578999999,2022-05-09 22:15:36.842,1.993,2.0070245860511697,True
26,5f93d70d-cfe3-11ec-99cf-3c2c30d32cbe,SOLUSDT,2022-05-09 22:00:00.279,640714.3567000786,480269.14689999353,2022-05-09 23:59:58.833,66.04,-5.814657783161724,False
27,c112136e-cfeb-11ec-a9ee-3c2c30d32cbe,ENSUSDT,2022-05-09 23:00:00.845,672041.1114999965,672041.1114999965,2022-05-09 23:59:59.459,14.06,-5.192034139402564,False
