,id,symbol,startDate,DIFF,SDIFF,endDate,buy,rate,closed
0,0679a2f3-cf6e-11ec-b577-3c2c30d32cbe,BNBUSDT,2022-05-09 08:00:00.267,855775.6424999982,-977286.4264000086,2022-05-09 10:28:21.305,343.5,2.019602019602023,True
1,06ca3aba-cf6e-11ec-a7c7-3c2c30d32cbe,ADAUSDT,2022-05-09 08:00:00.268,631341.5489100073,434382.11876999075,2022-05-09 10:23:38.003,0.6914,2.006491590439666,True
2,070fbcce-cf6e-11ec-92c3-3c2c30d32cbe,TRXUSDT,2022-05-09 08:00:00.380,2183164.370865012,-44505.971650009975,2022-05-09 10:46:23.508,0.08437,2.0440251572327006,True
3,68112268-cf76-11ec-becf-3c2c30d32cbe,ETHUSDT,2022-05-09 09:00:00.003,2199547.3290791065,-747405.7253629342,2022-05-09 10:28:22.231,2463.96,2.04338570872436,True
4,c9d72c65-cf7e-11ec-8462-3c2c30d32cbe,FORTHUSDT,2022-05-09 10:00:00.042,615390.0955000017,615390.0955000017,2022-05-09 10:01:37.803,6.72,2.2831050228310423,True
5,ca3c7413-cf7e-11ec-96a4-3c2c30d32cbe,XRPUSDT,2022-05-09 10:00:00.206,2135341.503199987,2135341.503199987,2022-05-09 10:28:23.134,0.5452,2.0400524050159126,True
6,ca86393b-cf7e-11ec-8393-3c2c30d32cbe,DOTUSDT,2022-05-09 10:00:00.492,754928.6410000152,754928.6410000152,2022-05-09 10:16:28.999,12.31,2.0729684908789388,True
7,cb4134a9-cf7e-11ec-8a79-3c2c30d32cbe,SOLUSDT,2022-05-09 10:00:02.417,742351.833799995,742351.833799995,2022-05-09 10:27:23.109,74.11,2.023678414096915,True
8,2bd46ce4-cf87-11ec-b9e1-3c2c30d32cbe,EGLDUSDT,2022-05-09 11:00:00.446,633311.9540999812,104866.80060000089,2022-05-09 15:08:01.931,107.51,-0.06506785647889309,False
9,2c47f7a2-cf87-11ec-b50c-3c2c30d32cbe,KNCUSDT,2022-05-09 11:00:00.483,515479.77129998896,751481.2030999865,2022-05-09 13:29:19.213,2.392,2.0042643923240813,True
10,8d503377-cf8f-11ec-9554-3c2c30d32cbe,BTCUSDT,2022-05-09 12:00:00.000,11445708.790984422,-10591260.551864803,2022-05-09 14:39:52.862,33122.31,2.0270611602181234,True
11,8dc82b61-cf8f-11ec-9c07-3c2c30d32cbe,ETHUSDT,2022-05-09 12:00:00.005,7317793.062150329,313188.75424814224,2022-05-09 15:08:01.372,2406.04,0.4102311567016216,False
12,8e219cc1-cf8f-11ec-bfc8-3c2c30d32cbe,SOLUSDT,2022-05-09 12:00:00.142,1005904.9780000169,300717.9968000101,2022-05-09 13:21:25.239,72.24,2.019488772772197,True
13,8e805c5f-cf8f-11ec-a511-3c2c30d32cbe,ADAUSDT,2022-05-09 12:00:00.151,1385695.7303300118,346505.4485499896,2022-05-09 13:21:55.468,0.6707,2.023121387283234,True
14,8eed7449-cf8f-11ec-a280-3c2c30d32cbe,WAVESUSDT,2022-05-09 12:00:00.256,1022809.3720000368,81542.19099998288,2022-05-09 13:15:49.087,14.12,2.0231213872832323,True
15,8f39c2d5-cf8f-11ec-9158-3c2c30d32cbe,AVAXUSDT,2022-05-09 12:00:00.292,615825.6836000187,-673325.006999997,2022-05-09 13:28:54.015,49.42,2.0020639834881298,True
16,916c79e2-cf8f-11ec-8e12-3c2c30d32cbe,BNBUSDT,2022-05-09 12:00:00.596,1178134.6184000429,1521655.6713999137,2022-05-09 14:39:51.856,332.9,2.0226785167024106,True
17,91c71c3f-cf8f-11ec-bd09-3c2c30d32cbe,FTMUSDT,2022-05-09 12:00:01.278,605878.7559999935,605878.7559999935,2022-05-09 12:55:19.834,0.6277,2.0152771006013452,True
18,922a72f2-cf8f-11ec-8a05-3c2c30d32cbe,ENSUSDT,2022-05-09 12:00:01.338,1031401.4459999977,129051.34030000214,2022-05-09 14:39:56.476,15.14,2.021563342318064,True
19,92a453bb-cf8f-11ec-bfd5-3c2c30d32cbe,MATICUSDT,2022-05-09 12:00:02.220,535099.7314000027,-374233.8951999992,2022-05-09 13:12:05.515,0.907,2.0247469066366723,True
20,ef1babf4-cf97-11ec-be66-3c2c30d32cbe,LUNAUSDT,2022-05-09 13:00:00.078,2642455.406400144,-2650653.9823000003,2022-05-09 15:08:02.541,59.31,0.13506668917779063,False
21,50d50c14-cfa0-11ec-ab20-3c2c30d32cbe,ADAUSDT,2022-05-09 14:00:00.037,939043.1291700462,-275424.14145001397,2022-05-09 15:08:01.110,0.6697,0.7977122215532768,False
22,512a002d-cfa0-11ec-add3-3c2c30d32cbe,TRXUSDT,2022-05-09 14:00:00.038,944012.1441521142,944012.1441521142,2022-05-09 14:29:18.046,0.0786,2.0514152168267956,True
23,5170b5b6-cfa0-11ec-a57a-3c2c30d32cbe,ZILUSDT,2022-05-09 14:00:00.038,510274.61727998685,510274.61727998685,2022-05-09 14:24:48.245,0.07391,2.001104057410995,True
24,51b8074a-cfa0-11ec-8dd1-3c2c30d32cbe,SOLUSDT,2022-05-09 14:00:00.039,2623622.193999974,-708835.0947000263,2022-05-09 15:08:01.945,71.54,0.322535408778578,False
25,52065a99-cfa0-11ec-9f72-3c2c30d32cbe,DOTUSDT,2022-05-09 14:00:00.065,509710.4551000567,509710.4551000567,2022-05-09 14:39:49.065,12.0,2.040816326530614,True
