,id,symbol,type,interval,amount,startDate,endDate,buy,sell,growth/drop,drop_count,total,closed,buy_zscore,sell_zscore
0,a94adc85-4b1c-11ec-9ad8-f4d1080d95a2,ALICEUSDT,rsi,15M,500,2021-11-21 22:45:00,2021-11-23 00:15:00,18.57,20.89000000,15.435623503407623,3,18.57,True,29.113955750239057,70.24122046390772
1,a9e0748b-4b1c-11ec-8a19-f4d1080d95a2,CTSIUSDT,rsi,15M,500,2021-11-21 22:45:00,2021-11-23 00:30:00,0.9864,0.9386,-2.408761653900808,3,0.9864,False,20.956683229576825,48.13872428605962
2,aa2f2205-4b1c-11ec-8285-f4d1080d95a2,DENTUSDT,rsi,15M,500,2021-11-21 22:45:00,2021-11-23 00:30:00,0.005907,0.005684,-1.2737378415933287,3,0.005907,False,27.4511607214791,54.11634992274523
3,b2869b29-4b1c-11ec-8390-f4d1080d95a2,MLNUSDT,rsi,15M,500,2021-11-21 22:45:00,2021-11-23 00:30:00,114.6,108.8,-2.567164179104484,3,114.6,False,28.404096484123087,39.120143058400416
4,b43cbd66-4b1c-11ec-87bb-f4d1080d95a2,RENUSDT,rsi,15M,500,2021-11-21 22:45:00,2021-11-23 00:30:00,0.7926,0.7834,1.3891285591026652,3,0.7926,False,29.87852581887718,62.48946973361675
5,23087408-4b27-11ec-86c5-f4d1080d95a2,ETHUSDT,rsi,15M,500,2021-11-22 00:00:00,2021-11-23 00:30:00,4258.31,4135.14,-0.3832765203984499,3,4258.31,False,29.044768923115484,52.49875031841726
6,235ee301-4b27-11ec-be3b-f4d1080d95a2,ADAUSDT,rsi,15M,500,2021-11-22 00:00:00,2021-11-23 00:30:00,1.835,1.791,-0.8580127318018306,2,1.835,False,28.48641336976212,54.71351081380981
7,240cad71-4b27-11ec-a956-f4d1080d95a2,FUNUSDT,rsi,15M,500,2021-11-22 00:00:00,2021-11-22 07:00:00,0.02109,0.02249000,6.638217164532946,1,0.02109,True,27.59721792978749,70.46666599769569
8,24631f1a-4b27-11ec-aa71-f4d1080d95a2,AXSUSDT,rsi,15M,500,2021-11-22 00:00:00,2021-11-23 00:30:00,129.94,128.63,0.5511041625952694,2,129.94,False,28.695759714254663,48.828824392085174
9,24ad8858-4b27-11ec-be46-f4d1080d95a2,VETUSDT,rsi,15M,500,2021-11-22 00:00:00,2021-11-23 00:30:00,0.13252,0.12798,-0.6880496637351113,3,0.13252,False,27.455282215388536,52.328852158388585
10,24fe5736-4b27-11ec-b0c6-f4d1080d95a2,TRXUSDT,rsi,15M,500,2021-11-22 00:00:00,2021-11-23 00:30:00,0.10643,0.10258,-1.1467668883106705,3,0.10643,False,24.65718048234426,53.184205028338496
11,27922e0b-4b27-11ec-8994-f4d1080d95a2,XTZUSDT,rsi,15M,500,2021-11-22 00:00:00,2021-11-23 00:30:00,5.217,5.062,-0.48492791612055824,3,5.217,False,29.319364364570447,53.67731464977588
12,27e3e585-4b27-11ec-9bce-f4d1080d95a2,ONTUSDT,rsi,15M,500,2021-11-22 00:00:00,2021-11-23 00:30:00,0.9826,0.9507,-0.7447363842004516,3,0.9826,False,26.914172295763237,50.047244026599735
13,2d3eb70e-4b27-11ec-af20-f4d1080d95a2,OXTUSDT,rsi,15M,500,2021-11-22 00:00:00,2021-11-22 11:00:00,0.5137,0.52780000,2.744792680552852,1,0.5137,True,29.28220927718513,70.13306626580103
14,2e69723c-4b27-11ec-ba4b-f4d1080d95a2,LPTUSDT,rsi,15M,500,2021-11-22 00:00:00,2021-11-22 17:45:00,50.0,51.41000000,4.3857868020304505,2,50.0,True,27.080935056189332,70.24888222208581
15,2f717ae4-4b27-11ec-9e9d-f4d1080d95a2,REQUSDT,rsi,15M,500,2021-11-22 00:00:00,2021-11-23 00:30:00,0.2026,0.2038,0.5923000987166864,1,0.2026,False,27.342010029820372,61.75861579539382
16,314049e1-4b27-11ec-92a6-f4d1080d95a2,HNTUSDT,rsi,15M,500,2021-11-22 00:00:00,2021-11-23 00:30:00,44.23,42.16,-2.188539169437789,3,44.23,False,25.114148505591544,50.125724105214246
17,41e9ea87-4b27-11ec-97cf-f4d1080d95a2,NANOUSDT,rsi,15M,500,2021-11-22 00:00:00,2021-11-23 00:30:00,5.391,5.275,-0.6497786985591775,2,5.391,False,27.49184231095947,53.71481203830725
18,4475579f-4b27-11ec-8ed8-f4d1080d95a2,LSKUSDT,rsi,15M,500,2021-11-22 00:00:00,2021-11-22 07:30:00,3.361,3.50300000,4.2249330556382,1,3.361,True,25.171233460680384,70.01286532390809
19,3b891bb3-4b29-11ec-aa3e-f4d1080d95a2,BTCUSDT,rsi,15M,500,2021-11-22 00:15:00,2021-11-22 13:30:00,58055.28,59095.25000000,1.791344387625038,1,58055.28,True,21.926197451627374,70.08963603860619
20,3bd27591-4b29-11ec-9941-f4d1080d95a2,SUSHIUSDT,rsi,15M,500,2021-11-22 00:15:00,2021-11-23 00:30:00,8.549,8.299,-0.4398768344863487,3,8.549,False,24.105838100234493,50.84300891457128
21,3c201254-4b29-11ec-92c9-f4d1080d95a2,XRPUSDT,rsi,15M,500,2021-11-22 00:15:00,2021-11-23 00:30:00,1.0367,1.0474,1.032121153660669,1,1.0367,False,22.644174974868633,56.428651940704086
22,3c6a55f5-4b29-11ec-a5a1-f4d1080d95a2,DGBUSDT,rsi,15M,500,2021-11-22 00:15:00,2021-11-23 00:30:00,0.0517,0.05103,0.334250884781747,2,0.0517,False,26.251637839166392,49.83588130278189
23,3efcdefb-4b29-11ec-ae14-f4d1080d95a2,MATICUSDT,rsi,15M,500,2021-11-22 00:15:00,2021-11-22 18:15:00,1.573,1.61000000,2.35219326128418,1,1.573,True,27.348566688910537,70.18936613898033
