,id,symbol,type,interval,amount,startDate,endDate,buy,sell,growth/drop,closed,high,low,Volume,RSI,sell_zscore
0,7fef855f-820d-11ec-9d7e-f4d1080d95a2,GXSUSDT,rsi,15m,500,2022-01-30 20:45:00,2022-01-30 20:45:00,1.5618,1.5669,0.3265462927391396,True,1.5669,1.561,92352.0,,0.0
1,81ab62be-820d-11ec-8bda-f4d1080d95a2,ANTUSDT,rsi,15m,500,2022-01-30 20:45:00,2022-01-30 20:45:00,6.771,6.798,0.39875941515285973,True,6.798,6.725,65483.3,,0.0
2,9779e85c-820f-11ec-a4fb-f4d1080d95a2,COSUSDT,rsi,15m,500,2022-01-30 21:00:00,2022-01-30 21:00:00,0.01594,0.01613,1.191969887076532,True,0.01613,0.01591,15616655.4,,0.0
3,9b8471b7-820f-11ec-8ad8-f4d1080d95a2,SNXUSDT,rsi,15m,500,2022-01-30 21:00:00,2022-01-30 21:00:00,5.37,5.416,0.8566108007448838,True,5.416,5.365,36124.2,,0.0
4,9c3e9eea-820f-11ec-a547-f4d1080d95a2,COTIUSDT,rsi,15m,500,2022-01-30 21:00:00,2022-01-30 21:00:00,0.3294,0.326,-1.032179720704315,True,0.3298,0.326,567478.0,,0.0
5,e20e38c4-8215-11ec-9f77-f4d1080d95a2,GTOUSDT,rsi,15m,500,2022-01-30 21:45:00,2022-01-30 21:45:00,0.03677,0.03749,1.9581180310035502,True,0.03749,0.03663,27321953.6,,0.0
6,e3eadde7-8215-11ec-a425-f4d1080d95a2,TCTUSDT,rsi,15m,500,2022-01-30 21:45:00,2022-01-30 21:45:00,0.02129,0.02107,-1.033348990136221,True,0.02129,0.02107,47573344.0,,0.0
7,1679d6c1-821a-11ec-b2e1-f4d1080d95a2,PERPUSDT,rsi,15m,500,2022-01-30 22:15:00,2022-01-30 22:15:00,6.25,6.27,0.3199999999999932,True,6.27,6.23,5058.91,,0.0
8,2a1565ae-821c-11ec-87ee-f4d1080d95a2,TROYUSDT,rsi,15m,500,2022-01-30 22:30:00,2022-01-30 22:30:00,0.006663,0.006755,1.3807594176797249,True,0.006755,0.006663,140380615.0,,0.0
9,2b562146-821c-11ec-901d-f4d1080d95a2,BURGERUSDT,rsi,15m,500,2022-01-30 22:30:00,2022-01-30 22:30:00,1.786,1.766,-1.1198208286674143,True,1.786,1.766,422829.6,,0.0
10,30376bed-821c-11ec-b2f9-f4d1080d95a2,ALPACAUSDT,rsi,15m,500,2022-01-30 22:30:00,2022-01-30 23:00:00,0.3603,0.3614,0.3053011379406022,True,0.3614,0.3578,44865.2,,0.0
11,4315e7f7-821e-11ec-b429-f4d1080d95a2,KEYUSDT,rsi,15m,500,2022-01-30 22:45:00,2022-01-30 22:45:00,0.007267,0.007308,0.5641943030136265,True,0.007308,0.007267,91393842.0,,0.0
12,5c53d423-8220-11ec-a11e-f4d1080d95a2,ANKRUSDT,rsi,15m,500,2022-01-30 23:00:00,2022-01-30 23:00:00,0.07691,0.07738,0.6111038876609,True,0.07738,0.07641,2518711.1,,0.0
13,5dcab419-8220-11ec-a0cb-f4d1080d95a2,CAKEUSDT,rsi,15m,500,2022-01-30 23:00:00,2022-01-30 23:00:00,7.39,7.41,0.2706359945872864,True,7.41,7.38,19387.51,,0.0
14,73fe1166-8222-11ec-8148-f4d1080d95a2,LRCUSDT,rsi,15m,500,2022-01-30 23:15:00,2022-01-30 23:15:00,1.0109,1.0136,0.26708873281235995,True,1.0136,1.0098,620015.0,,0.0
15,74e3cf65-8222-11ec-9e5f-f4d1080d95a2,ARUSDT,rsi,15m,500,2022-01-30 23:15:00,2022-01-30 23:15:00,36.07,36.19,0.33268644302743955,True,36.19,35.99,7237.36,,0.0
16,757d0389-8222-11ec-ae5d-f4d1080d95a2,MITHUSDT,rsi,15m,500,2022-01-30 23:15:00,2022-01-30 23:15:00,0.03777,0.03792,0.3971405877680813,True,0.03792,0.03777,6951424.1,,0.0
17,84139011-8222-11ec-b790-f4d1080d95a2,DEGOUSDT,rsi,15m,500,2022-01-30 23:15:00,2022-01-30 23:15:00,3.75,3.76,0.266666666666661,True,3.76,3.73,5446.89,,0.0
18,84e6140c-8222-11ec-9f97-f4d1080d95a2,FIDAUSDT,rsi,15m,500,2022-01-30 23:15:00,2022-01-30 23:15:00,2.218,2.229,0.4959422903516736,True,2.229,2.211,13232.4,,0.0
19,88e50ddb-8222-11ec-a7a1-f4d1080d95a2,FARMUSDT,rsi,15m,500,2022-01-30 23:15:00,2022-01-30 23:30:00,105.7,104.6,-1.0406811731315124,True,105.8,104.6,262.733,,0.0
20,d5d01d93-822a-11ec-ae8b-f4d1080d95a2,HNTUSDT,rsi,15m,500,2022-01-31 00:15:00,2022-01-31 00:15:00,28.77,28.85,0.2780674313521093,True,28.85,28.68,7741.85,,0.0
21,eee6bfbd-822c-11ec-b21e-f4d1080d95a2,COCOSUSDT,rsi,15m,500,2022-01-31 00:30:00,2022-01-31 00:30:00,1.3733,1.3585,-1.0776960605839891,True,1.3733,1.3585,1120911.0,,0.0
22,23b36c69-8231-11ec-8882-f4d1080d95a2,MKRUSDT,rsi,15m,500,2022-01-31 01:00:00,2022-01-31 01:00:00,1974.0,1980.0,0.303951367781155,True,1980.0,1974.0,53.5836,,0.0
23,812c7ab0-8239-11ec-b66e-f4d1080d95a2,KNCUSDT,rsi,15m,500,2022-01-31 02:00:00,2022-01-31 02:00:00,1.719,1.724,0.29086678301337365,True,1.724,1.719,174909.4,,0.0
24,e6f3d8ba-8241-11ec-bc89-f4d1080d95a2,RADUSDT,rsi,15m,500,2022-01-31 03:00:00,2022-01-31 03:00:00,5.484,5.513,0.5288110867979561,True,5.513,5.484,13712.8,,0.0
25,33ec2b07-8248-11ec-96ac-f4d1080d95a2,RIFUSDT,rsi,15m,500,2022-01-31 03:45:00,2022-01-31 03:45:00,0.1344,0.1348,0.29761904761905617,True,0.1348,0.1344,161649.0,,0.0
26,613ea26e-824c-11ec-982e-f4d1080d95a2,DREPUSDT,rsi,15m,500,2022-01-31 04:15:00,2022-01-31 05:00:00,0.694,0.686,-1.1527377521613684,True,0.6948,0.686,13588.0,,0.0
27,ef15d069-8258-11ec-8910-f4d1080d95a2,MANAUSDT,rsi,15m,500,2022-01-31 05:45:00,2022-01-31 05:45:00,2.5381,2.5449,0.267916945746824,True,2.5449,2.5305,625246.0,,0.0
28,d1e118ad-8259-11ec-a25d-f4d1080d95a2,RAMPUSDT,rsi,15m,500,2022-01-31 05:45:00,2022-01-31 06:15:00,0.1023,0.1026,0.29325513196480424,True,0.1026,0.102,8448.0,,0.0
29,08fd2ff7-825b-11ec-bc67-f4d1080d95a2,LINKUSDT,rsi,15m,500,2022-01-31 06:00:00,2022-01-31 06:45:00,16.84,16.67,-1.009501187648445,True,16.87,16.67,21562.13,,0.0
30,0c2cc691-825b-11ec-aae6-f4d1080d95a2,ONGUSDT,rsi,15m,500,2022-01-31 06:00:00,2022-01-31 07:30:00,0.6117,0.6073,-0.7193068497629672,True,0.6124,0.6058,11715.0,,0.0
31,0cada1cf-825b-11ec-bcc9-f4d1080d95a2,PUNDIXUSDT,rsi,15m,500,2022-01-31 06:00:00,2022-01-31 07:30:00,0.739,0.738,-0.13531799729364016,True,0.74,0.736,10157.3,,0.0
32,24f33953-825d-11ec-a71c-f4d1080d95a2,TFUELUSDT,rsi,15m,500,2022-01-31 06:15:00,2022-01-31 06:45:00,0.1732,0.1737,0.28868360277136285,True,0.1737,0.1717,500603.0,,0.0
33,25629675-825d-11ec-80e9-f4d1080d95a2,PHAUSDT,rsi,15m,500,2022-01-31 06:15:00,2022-01-31 06:30:00,0.2368,0.2374,0.2533783783783739,True,0.2374,0.2362,3673.0,,0.0
34,38b49523-825f-11ec-9a41-f4d1080d95a2,GHSTUSDT,rsi,15m,500,2022-01-31 06:30:00,2022-01-31 06:30:00,2.062,2.041,-1.0184287099902962,True,2.063,2.041,54190.3,,0.0
35,3936311f-825f-11ec-9e30-f4d1080d95a2,CTXCUSDT,rsi,15m,500,2022-01-31 06:30:00,2022-01-31 06:30:00,0.3146,0.311,-1.1443102352193237,True,0.3146,0.311,332101.0,,0.0
36,9ef34bde-8267-11ec-93ae-f4d1080d95a2,ARDRUSDT,rsi,15m,500,2022-01-31 07:30:00,2022-01-31 07:30:00,0.1725,0.1732,0.40579710144927894,True,0.1732,0.1725,1935.0,,0.0
37,b7234c9f-8269-11ec-94fe-f4d1080d95a2,TKOUSDT,rsi,15m,500,2022-01-31 07:45:00,2022-01-31 07:45:00,0.71,0.712,0.2816901408450707,True,0.712,0.71,2637.2,,0.0
38,e88ab1b4-826d-11ec-8278-f4d1080d95a2,NULSUSDT,rsi,15m,500,2022-01-31 08:15:00,2022-01-31 08:15:00,0.3864,0.3888,0.6211180124223493,True,0.3888,0.3827,128693.0,,0.0
39,e8fd588b-826d-11ec-9c40-f4d1080d95a2,HIVEUSDT,rsi,15m,500,2022-01-31 08:15:00,2022-01-31 08:30:00,0.9104,0.9136,0.3514938488576429,True,0.9136,0.9088,5559.0,,0.0
40,0089ae79-8270-11ec-95b3-f4d1080d95a2,MFTUSDT,rsi,15m,500,2022-01-31 08:30:00,2022-01-31 08:30:00,0.00609,0.006112,0.3612479474548492,True,0.006112,0.006032,8658797.0,,0.0
41,1994225d-8272-11ec-950c-f4d1080d95a2,BEAMUSDT,rsi,15m,500,2022-01-31 08:45:00,2022-01-31 08:45:00,0.3573,0.3583,0.2798768541841592,True,0.3583,0.3567,50313.0,,0.0
42,5f3d6fc2-8278-11ec-a809-f4d1080d95a2,NKNUSDT,rsi,15m,500,2022-01-31 09:30:00,2022-01-31 09:30:00,0.2149,0.2155,0.2791996277338248,True,0.2155,0.2149,262480.0,,0.0
43,62a47e0e-8278-11ec-95a3-f4d1080d95a2,MBLUSDT,rsi,15m,500,2022-01-31 09:30:00,2022-01-31 09:30:00,0.005542,0.005556,0.2526163839769059,True,0.005556,0.005542,219918.0,,0.0
