,id,symbol,type,interval,amount,startDate,endDate,buy,sell,growth/drop,closed,status,15,30,45,60,vwap20,RSI,V-B,V-BTC,V-C,Volume,coin,high,low,sell_zscore
0,07a56013-9563-11ec-b648-f4d1080d95a2,AGLDUSDT,rsi,15m,500,2022-02-24 11:15:00,2022-02-24 11:15:00,0.891,0.896,0.5611672278338949,True,True,,,,,,0.0,53.45789518285263,99236.9,32.195080660520425,99236.9,-1.795735129068464,0.896,0.886,0.0
1,81970ba8-956d-11ec-a0b9-f4d1080d95a2,RNDRUSDT,rsi,15m,500,2022-02-24 12:30:00,2022-02-24 12:30:00,2.183,2.199,0.7329363261566658,True,True,,,,,,0.0,-28.069616343191285,64013.86,-49.330395011330346,64013.86,-0.5038937242327128,2.199,2.165,0.0
2,995f886d-956f-11ec-bd79-f4d1080d95a2,RNDRUSDT,rsi,15m,500,2022-02-24 12:45:00,2022-02-24 12:45:00,2.189,2.206,0.7766103243490134,True,True,,,,,,0.0,6.806946818423561,30316.58,-111.15132379707737,30316.58,0.27409776153495785,2.206,2.186,0.0
3,adbcfe0f-9571-11ec-b21f-f4d1080d95a2,BTCUSDT,rsi,15m,500,2022-02-24 13:00:00,2022-02-24 13:15:00,35255.87,35438.5,0.5180130287523677,True,True,0.5180130287523677,,,,,0.0,12.942481970494201,815.92364,12.942481970494201,815.92364,-0.00930341528942226,35438.5,35131.78,0.0
4,b00d7706-9571-11ec-a316-f4d1080d95a2,RNDRUSDT,rsi,15m,500,2022-02-24 13:00:00,2022-02-24 13:15:00,2.187,2.208,0.9602194787380135,True,True,0.9602194787380135,,,,,0.0,12.942481970494201,96897.67,68.7127874179018,96897.67,-0.09144947416553378,2.208,2.17,0.0
5,b05dad56-9571-11ec-9c71-f4d1080d95a2,STMXUSDT,rsi,15m,500,2022-02-24 13:00:00,2022-02-24 13:15:00,0.01189,0.01196,0.588730025231292,True,True,0.588730025231292,,,,,0.0,12.942481970494201,3098142.0,-18.566127698472183,3098142.0,1.0092514718250658,0.01196,0.01172,0.0
6,cb291522-9573-11ec-8b91-f4d1080d95a2,ADXUSDT,rsi,15m,500,2022-02-24 13:15:00,2022-02-24 13:15:00,0.3888,0.3908,0.5144032921810705,True,True,,,,,,0.0,-19.433328331106733,97221.0,48.57386778576645,97221.0,-0.18004115226338324,0.3908,0.3879,0.0
7,e29c75a1-9575-11ec-aa63-f4d1080d95a2,NMRUSDT,rsi,15m,500,2022-02-24 13:30:00,2022-02-24 14:15:00,29.07,28.77,-1.03199174406605,True,True,-2.1327829377365015,-0.9631922944616481,-1.03199174406605,,,0.0,15.730042334906491,1351.11,40.85751715256344,1351.11,0.7567939456484308,29.17,28.42,0.0
8,104c7113-957a-11ec-a061-f4d1080d95a2,PERPUSDT,rsi,15m,500,2022-02-24 14:00:00,2022-02-24 14:00:00,5.18,5.21,0.579150579150584,True,True,,,,,,0.0,-16.86972379521205,10356.28,73.34496556678654,10356.28,-2.316602316602319,5.21,5.18,0.0
9,15357431-957a-11ec-ac28-f4d1080d95a2,RGTUSDT,rsi,15m,500,2022-02-24 14:00:00,2022-02-24 14:30:00,16.03,16.14,0.6862133499688049,True,True,-0.37429819089208044,0.6862133499688049,,,,0.0,-16.86972379521205,219.87,-79.48333105926228,219.87,-0.1871490954460236,16.14,15.9,0.0
10,406ae727-957e-11ec-94b4-f4d1080d95a2,TRXUSDT,rsi,15m,500,2022-02-24 14:30:00,2022-02-24 14:30:00,0.05795,0.05824,0.5004314063848121,True,True,,,,,,0.0,-49.034480692351146,14085926.4,-58.5442566276649,14085926.4,-0.4314063848144956,0.05824,0.05792,0.0
11,40b662ff-957e-11ec-aa88-f4d1080d95a2,BNXUSDT,rsi,15m,500,2022-02-24 14:30:00,2022-02-24 14:30:00,22.7,22.9,0.8810572687224639,True,True,,,,,,0.0,-49.034480692351146,1781.98,36.54749211551196,1781.98,-0.4405286343612398,22.9,22.7,0.0
12,41d37d67-957e-11ec-a119-f4d1080d95a2,ADXUSDT,rsi,15m,500,2022-02-24 14:30:00,2022-02-24 14:30:00,0.3889,0.3909,0.5142710208279767,True,True,,,,,,0.0,-49.034480692351146,74999.0,-34.001786690489205,74999.0,-0.668552327076367,0.3909,0.3888,0.0
13,41e1a477-957e-11ec-b826-f4d1080d95a2,DIAUSDT,rsi,15m,500,2022-02-24 14:30:00,2022-02-24 14:30:00,1.043,1.051,0.7670182166826469,True,True,,,,,,0.0,-49.034480692351146,357374.0,-147.24666595779212,357374.0,-2.6845637583892645,1.051,1.041,0.0
14,4567cb19-957e-11ec-b679-f4d1080d95a2,RNDRUSDT,rsi,15m,500,2022-02-24 14:30:00,2022-02-24 14:30:00,2.18,2.193,0.5963302752293532,True,True,,,,,,0.0,-49.034480692351146,21578.37,-14.814140271021406,21578.37,-1.2844036697247718,2.193,2.179,0.0
15,459f7dba-957e-11ec-809f-f4d1080d95a2,PERPUSDT,rsi,15m,500,2022-02-24 14:30:00,2022-02-24 14:30:00,5.15,5.18,0.5825242718446477,True,True,,,,,,0.0,-49.034480692351146,4190.93,-290.0699844664549,4190.93,-1.7475728155339778,5.18,5.15,0.0
