,id,symbol,startDate,DIFF,SDIFF,endDate,buy,rate,closed
0,a9cf00c7-d015-11ec-9578-3c2c30d32cbe,AXSUSDT,2022-05-10 04:00:00.643,936754.2595999979,936754.2595999979,2022-05-10 04:09:17.049,25.09,2.0725388601036254,True
1,aab73bb2-d015-11ec-aa33-3c2c30d32cbe,LINKUSDT,2022-05-10 04:00:00.708,594090.068000007,594090.068000007,2022-05-10 04:17:12.792,8.32,2.04326923076923,True
2,0b147793-d01e-11ec-8440-3c2c30d32cbe,ATOMUSDT,2022-05-10 05:00:00.002,707545.3605000088,707545.3605000088,2022-05-10 05:08:35.469,13.28,2.033132530120492,True
3,0bc1a65c-d01e-11ec-baee-3c2c30d32cbe,ETHUSDT,2022-05-10 05:00:00.008,11673174.014791995,11673174.014791995,2022-05-10 05:44:48.893,2344.63,2.0284650456575215,True
4,0c1a4e74-d01e-11ec-8d1b-3c2c30d32cbe,MATICUSDT,2022-05-10 05:00:00.015,1281462.090299977,1281462.090299977,2022-05-10 05:44:49.523,0.911,2.085620197585073,True
5,0c6b4dbc-d01e-11ec-a26f-3c2c30d32cbe,TRXUSDT,2022-05-10 05:00:00.157,1515444.8650190039,1515444.8650190039,2022-05-10 05:37:47.055,0.07721,2.04636705090014,True
6,0cbe50bf-d01e-11ec-aab6-3c2c30d32cbe,DOGEUSDT,2022-05-10 05:00:00.367,618734.9278999874,618734.9278999874,2022-05-10 05:38:56.166,0.1099,2.0018198362147475,True
7,0d15d2ba-d01e-11ec-9bdd-3c2c30d32cbe,SOLUSDT,2022-05-10 05:00:00.463,1187279.5600999948,1187279.5600999948,2022-05-10 05:07:12.787,67.86,2.0630710285882783,True
8,0f6698a6-d01e-11ec-a259-3c2c30d32cbe,AVAXUSDT,2022-05-10 05:00:00.576,759285.6910999613,759285.6910999613,2022-05-10 05:34:46.783,44.62,2.151501568803229,True
9,0fc208f7-d01e-11ec-8d9a-3c2c30d32cbe,ENSUSDT,2022-05-10 05:00:00.661,739326.9091000007,739326.9091000007,2022-05-10 05:02:42.061,14.83,2.0229265003371593,True
10,1011c5b1-d01e-11ec-bbb8-3c2c30d32cbe,DOTUSDT,2022-05-10 05:00:00.664,817206.4743000036,817206.4743000036,2022-05-10 05:08:19.105,11.36,2.0246478873239475,True
11,6cd8c570-d026-11ec-acb5-3c2c30d32cbe,ETHUSDT,2022-05-10 06:00:00.002,12692148.374461174,5493109.488848105,2022-05-10 12:54:56.322,2405.0,2.0008316008315963,True
12,6d3eadc1-d026-11ec-a51b-3c2c30d32cbe,BNBUSDT,2022-05-10 06:00:00.046,1713610.9335999489,1713610.9335999489,2022-05-10 06:34:09.813,324.0,2.006172839506173,True
13,6d87181f-d026-11ec-97e0-3c2c30d32cbe,XRPUSDT,2022-05-10 06:00:00.085,1600178.8580999784,1600178.8580999784,2022-05-10 06:16:21.929,0.5194,2.021563342318072,True
14,6ddbaf1d-d026-11ec-a818-3c2c30d32cbe,FTMUSDT,2022-05-10 06:00:00.107,1137054.8256000066,1137054.8256000066,2022-05-10 06:14:00.254,0.5922,2.0094562647754177,True
15,6e275ede-d026-11ec-a988-3c2c30d32cbe,ATOMUSDT,2022-05-10 06:00:00.239,626241.478199997,626241.478199997,2022-05-10 06:14:26.869,14.17,2.0465772759350807,True
16,6e70b4d6-d026-11ec-ad93-3c2c30d32cbe,SOLUSDT,2022-05-10 06:00:00.241,3493201.9616000913,3493201.9616000913,2022-05-10 06:37:07.642,70.96,2.0293122886133204,True
17,70e76a77-d026-11ec-bf5b-3c2c30d32cbe,LINKUSDT,2022-05-10 06:00:00.256,708759.508700009,708759.508700009,2022-05-10 06:34:27.607,8.96,2.008928571428568,True
18,713a8b65-d026-11ec-a944-3c2c30d32cbe,MATICUSDT,2022-05-10 06:00:00.384,887575.9459999958,887575.9459999958,2022-05-10 06:14:40.308,0.94,2.0212765957446828,True
19,719065e3-d026-11ec-afc4-3c2c30d32cbe,DOTUSDT,2022-05-10 06:00:00.541,773927.7556000175,773927.7556000175,2022-05-10 06:16:21.708,11.83,2.113271344040575,True
20,71dbd1ae-d026-11ec-b43c-3c2c30d32cbe,AVAXUSDT,2022-05-10 06:00:00.699,1622621.0386000145,1622621.0386000145,2022-05-10 06:14:32.081,46.69,2.013279074748351,True
21,724cd43f-d026-11ec-8d6c-3c2c30d32cbe,DOGEUSDT,2022-05-10 06:00:01.037,763490.9482999882,763490.9482999882,2022-05-10 06:17:07.746,0.1135,2.026431718061671,True
22,7493cb3a-d026-11ec-b94d-3c2c30d32cbe,RUNEUSDT,2022-05-10 06:00:01.091,694990.787,694990.787,2022-05-10 06:02:15.535,5.122,3.787582975400233,True
23,74edb982-d026-11ec-9b50-3c2c30d32cbe,TRXUSDT,2022-05-10 06:00:01.331,2340354.4119049823,2340354.4119049823,2022-05-10 06:14:09.557,0.07902,2.050113895216396,True
24,754a0b7e-d026-11ec-b5a4-3c2c30d32cbe,FILUSDT,2022-05-10 06:00:01.406,1820472.4319000216,-116699.21719999611,2022-05-10 23:59:56.392,12.29,-7.567127746135068,False
25,ceb976d7-d02e-11ec-a925-3c2c30d32cbe,ATOMUSDT,2022-05-10 07:00:00.007,1627611.8840000322,-978831.1559999995,2022-05-10 23:59:56.145,14.84,-8.490566037735848,False
26,cf44e7b5-d02e-11ec-8bb8-3c2c30d32cbe,ICPUSDT,2022-05-10 07:00:00.060,572877.5547999938,49352.39850000199,2022-05-10 08:23:18.380,11.08,2.075812274368235,True
27,cfcae1c0-d02e-11ec-9da1-3c2c30d32cbe,SOLUSDT,2022-05-10 07:00:00.067,983909.8942000978,3242253.0297999997,2022-05-10 12:17:42.549,70.7,2.050919377652055,True
28,d03061ac-d02e-11ec-a053-3c2c30d32cbe,TRXUSDT,2022-05-10 07:00:00.203,1690948.9764698986,330937.17613198794,2022-05-10 12:39:48.726,0.08018,2.0204539785482623,True
29,d0c0505d-d02e-11ec-8ad0-3c2c30d32cbe,MATICUSDT,2022-05-10 07:00:00.230,1125737.6587000014,421575.55619999813,2022-05-10 12:03:01.219,0.943,2.0148462354188776,True
30,d13d7e74-d02e-11ec-9ffb-3c2c30d32cbe,LUNAUSDT,2022-05-10 07:00:00.268,2669729.417001158,2669729.417001158,2022-05-10 07:05:20.614,34.56,2.05439814814815,True
31,d391fad6-d02e-11ec-bb4f-3c2c30d32cbe,RUNEUSDT,2022-05-10 07:00:00.308,905118.6172000091,-120475.97840000736,2022-05-10 23:59:56.167,5.275,-16.549763033175356,False
32,d4164505-d02e-11ec-8dc2-3c2c30d32cbe,AAVEUSDT,2022-05-10 07:00:00.315,644866.7868999927,-67463.72669999907,2022-05-10 12:57:15.416,114.8,2.003484320557489,True
33,d4782c87-d02e-11ec-a1ac-3c2c30d32cbe,DOTUSDT,2022-05-10 07:00:00.325,1401823.6154000098,441558.3683999998,2022-05-10 12:37:25.033,11.94,2.010050251256283,True
34,d5334f9c-d02e-11ec-b48c-3c2c30d32cbe,XRPUSDT,2022-05-10 07:00:00.331,881692.9934999086,-258430.14739998057,2022-05-10 13:04:49.401,0.5262,2.0524515393386604,True
35,d9aaecb4-d02e-11ec-97c2-3c2c30d32cbe,LTCUSDT,2022-05-10 07:00:05.270,505007.7473999909,-16397.560699999798,2022-05-10 12:54:07.416,82.6,2.0581113801452817,True
36,322df28b-d037-11ec-8c45-3c2c30d32cbe,LITUSDT,2022-05-10 08:00:02.729,589032.3505999991,589032.3505999991,2022-05-10 08:10:17.102,0.817,2.0807833537331724,True
37,92468cbb-d03f-11ec-be67-3c2c30d32cbe,ADAUSDT,2022-05-10 09:00:00.315,948332.1855400028,471462.7427800186,2022-05-10 13:30:43.762,0.681,2.011747430249623,True
38,92bbdbfa-d03f-11ec-813b-3c2c30d32cbe,LUNAUSDT,2022-05-10 09:00:00.424,5988771.499698855,5988771.499698855,2022-05-10 09:12:04.049,31.85,2.0094191522762967,True
39,934eddb5-d03f-11ec-a723-3c2c30d32cbe,ZILUSDT,2022-05-10 09:00:00.948,1047622.2293400033,504371.999588992,2022-05-10 23:59:57.406,0.07405,-6.954760297096558,False
40,559c8627-d050-11ec-a120-3c2c30d32cbe,FTMUSDT,2022-05-10 11:00:00.004,588552.9423999921,588552.9423999921,2022-05-10 11:23:01.372,0.5796,2.0186335403726785,True
41,5627203c-d050-11ec-b10d-3c2c30d32cbe,BNBUSDT,2022-05-10 11:00:00.108,2843053.6528000105,2843053.6528000105,2022-05-10 11:43:43.886,320.2,2.0299812617114306,True
42,b75d450b-d058-11ec-b604-3c2c30d32cbe,LUNAUSDT,2022-05-10 12:00:00.044,6581735.794499017,6581735.794499017,2022-05-10 12:02:23.836,32.46,2.094886013555144,True
43,b83d47b0-d058-11ec-a532-3c2c30d32cbe,ONEUSDT,2022-05-10 12:00:01.229,561071.5806180001,561071.5806180001,2022-05-10 12:54:13.387,0.06827,2.07997656364436,True
44,b9a3aa85-d058-11ec-b5fb-3c2c30d32cbe,BNXUSDT,2022-05-10 12:00:03.264,2477727.327200006,-9119.828900000022,2022-05-10 23:59:09.477,110.2,-3.085299455535395,False
45,19829ebd-d061-11ec-88ff-3c2c30d32cbe,DOTUSDT,2022-05-10 13:00:00.042,1097112.1961999843,77192.55680000875,2022-05-10 23:59:59.952,12.28,-7.491856677524429,False
46,1ac0a70c-d061-11ec-a871-3c2c30d32cbe,TRXUSDT,2022-05-10 13:00:00.056,1913897.937192035,361848.036457004,2022-05-10 23:59:58.579,0.08159,-5.735997058463035,False
47,1b1bbafc-d061-11ec-96ef-3c2c30d32cbe,CAKEUSDT,2022-05-10 13:00:00.628,602806.317480002,64704.4823199996,2022-05-10 23:59:53.695,6.08,-4.161184210526318,False
48,1bdc0e25-d061-11ec-82e1-3c2c30d32cbe,ROSEUSDT,2022-05-10 13:00:01.207,528186.8192359986,-23566.21309699933,2022-05-10 23:59:53.961,0.1407,-8.990760483297795,False
49,7b5ac6cc-d069-11ec-9ea9-3c2c30d32cbe,MATICUSDT,2022-05-10 14:00:00.207,595494.1340000397,393876.6373999957,2022-05-10 23:59:52.944,0.968,-8.161157024793384,False
