symbol,interval,price,buyAmount,gainProfit,gainAmount,totalAmount,startDate,endDate,avgDate,volume,quoteVolume
ETHUSDT,5M,null,500,-4.502862063057641,-22.514310315288206,477.48568968471176,2021-07-08 00:30:00,2021-07-08 15:20:00,0 days 14:50:00,11577.03906000,26340097.98556480
ETHUSDT,5M,null,500,-4.211667349663566,-21.058336748317828,478.9416632516822,2021-07-08 00:55:00,2021-07-08 15:20:00,0 days 14:25:00,2811.99316000,6397585.88232590
ETHUSDT,5M,null,500,-4.487092197335421,-22.435460986677107,477.56453901332293,2021-07-08 00:35:00,2021-07-08 15:55:00,0 days 15:20:00,3939.10454000,8967689.30324140
ETHUSDT,5M,null,500,-7.784999564109757,-38.92499782054878,461.0750021794512,2021-07-12 16:10:00,2021-07-14 07:45:00,1 days 15:35:00,16418.25552000,33988839.86247050
ETHUSDT,5M,null,500,-7.537356559068771,-37.68678279534385,462.3132172046561,2021-07-12 16:20:00,2021-07-14 07:45:00,1 days 15:25:00,4821.65776000,9951524.51196130
ETHUSDT,5M,null,500,-6.8493150684931505,-34.24657534246575,465.7534246575342,2021-07-12 16:40:00,2021-07-14 07:45:00,1 days 15:05:00,20577.54546000,42124420.43399190
ETHUSDT,5M,null,500,-7.24728050390448,-36.2364025195224,463.7635974804776,2021-07-12 16:50:00,2021-07-14 07:45:00,1 days 14:55:00,2761.98043000,5664183.46111130
ETHUSDT,5M,null,500,-7.086598803447155,-35.43299401723578,464.5670059827642,2021-07-12 17:00:00,2021-07-14 07:45:00,1 days 14:45:00,3398.40921000,6966095.53583960
ETHUSDT,5M,null,500,-6.966289938775606,-34.831449693878035,465.168550306122,2021-07-12 17:10:00,2021-07-14 07:45:00,1 days 14:35:00,1224.09270000,2507982.04891200
ETHUSDT,5M,null,500,-6.790945406125168,-33.95472703062584,466.04527296937414,2021-07-12 17:20:00,2021-07-14 07:45:00,1 days 14:25:00,1712.45868000,3504302.78244570
ETHUSDT,5M,null,500,-6.368790908330915,-31.843954541654576,468.15604545834543,2021-07-12 17:30:00,2021-07-14 07:45:00,1 days 14:15:00,3304.69621000,6735303.86200930
ETHUSDT,5M,null,500,-6.6561426043132315,-33.28071302156616,466.71928697843384,2021-07-12 17:40:00,2021-07-14 07:45:00,1 days 14:05:00,1708.48665000,3478840.18294790
ETHUSDT,5M,null,500,-6.406531880275075,-32.032659401375376,467.9673405986246,2021-07-12 17:50:00,2021-07-14 07:45:00,1 days 13:55:00,3512.75532000,7140137.83973580
ETHUSDT,5M,null,500,-6.63050887353436,-33.1525443676718,466.8474556323282,2021-07-12 18:00:00,2021-07-14 07:45:00,1 days 13:45:00,1718.25295000,3495931.66448250
ETHUSDT,5M,null,500,-6.085686945713191,-30.428434728565954,469.57156527143405,2021-07-12 18:10:00,2021-07-14 07:45:00,1 days 13:35:00,3031.91831000,6154399.01621310
ETHUSDT,5M,null,500,-6.025892235784191,-30.129461178920955,469.87053882107904,2021-07-12 18:20:00,2021-07-14 07:45:00,1 days 13:25:00,2521.69405000,5105634.19699220
ETHUSDT,5M,null,500,-6.113472519452856,-30.567362597264278,469.43263740273574,2021-07-12 18:30:00,2021-07-14 07:45:00,1 days 13:15:00,2051.91248000,4164793.22803870
ETHUSDT,5M,null,500,-6.247076376134361,-31.235381880671806,468.7646181193282,2021-07-12 18:40:00,2021-07-14 07:45:00,1 days 13:05:00,1230.54287000,2496885.65055390
ETHUSDT,5M,null,500,-5.966485744341441,-29.832428721707206,470.16757127829277,2021-07-12 18:50:00,2021-07-14 07:45:00,1 days 12:55:00,1736.29612000,3519674.91608730
ETHUSDT,5M,null,500,-6.06205627395935,-30.310281369796755,469.68971863020323,2021-07-12 19:20:00,2021-07-14 07:45:00,1 days 12:25:00,2038.13608000,4130236.79387180
ETHUSDT,5M,null,500,-5.207135353656043,-26.035676768280215,473.9643232317198,2021-07-12 19:30:00,2021-07-14 07:45:00,1 days 12:15:00,7115.04092000,14331996.42414720
ETHUSDT,5M,null,500,-5.574759101571609,-27.87379550785805,472.12620449214194,2021-07-12 19:40:00,2021-07-14 07:45:00,1 days 12:05:00,1596.54453000,3227460.98738600
