Date,Open,High,Low,Close,Volume,Quote_Volume,48-zscore
2021-09-18 08:00:00,67.19000000,67.31000000,66.22000000,66.37,106443.80000000,7103045.80030000,
2021-09-18 12:00:00,66.35000000,67.00000000,65.95000000,66.76,100982.22000000,6720059.69920000,
2021-09-18 16:00:00,66.78000000,66.81000000,65.33000000,65.96,89014.24000000,5865299.10620000,
2021-09-18 20:00:00,65.97000000,66.40000000,64.70000000,66.14,71024.93000000,4641283.44780000,
2021-09-19 00:00:00,66.10000000,66.24000000,64.66000000,65.77,120130.13000000,7886859.29160000,
2021-09-19 04:00:00,65.78000000,66.46000000,65.44000000,66.28,85783.70000000,5660893.95400000,
2021-09-19 08:00:00,66.31000000,66.49000000,64.00000000,64.2,97475.07000000,6377056.62110000,
2021-09-19 12:00:00,64.21000000,65.51000000,63.78000000,65.06,157142.76000000,10132924.71240000,
2021-09-19 16:00:00,65.04000000,65.28000000,63.91000000,63.96,114797.84000000,7406987.90960000,
2021-09-19 20:00:00,63.96000000,64.69000000,62.96000000,63.7,78882.12000000,5028875.65670000,
2021-09-20 00:00:00,63.73000000,63.85000000,57.87000000,59.51,329550.97000000,20044101.59210000,
2021-09-20 04:00:00,59.50000000,60.56000000,57.28000000,58.11,215901.05000000,12797788.43150000,
2021-09-20 08:00:00,58.09000000,59.32000000,53.72000000,55.05,366826.50000000,20838771.92641000,
2021-09-20 12:00:00,55.03000000,57.75000000,52.11000000,57.01,578093.46000000,32007845.46464200,
2021-09-20 16:00:00,57.01000000,58.76000000,55.77000000,57.32,245536.88000000,14077257.07120000,
2021-09-20 20:00:00,57.28000000,59.41000000,54.22000000,55.11,326717.63000000,18503729.46640000,
2021-09-21 00:00:00,55.11000000,55.81000000,50.56000000,55.49,425282.90000000,22704177.33062000,
2021-09-21 04:00:00,55.48000000,56.03000000,53.14000000,56.03,212247.41000000,11575228.53840000,
2021-09-21 08:00:00,56.03000000,56.89000000,55.75000000,56.26,146212.47000000,8228586.86040000,
2021-09-21 12:00:00,56.26000000,56.94000000,54.00000000,55.62,282326.56000000,15696109.88580000,
2021-09-21 16:00:00,55.61000000,55.93000000,52.45000000,52.77,337709.20000000,18163609.32610000,
2021-09-21 20:00:00,52.79000000,53.22000000,48.10000000,50.62,540894.92000000,27590398.08096500,
2021-09-22 00:00:00,50.62000000,58.45000000,49.40000000,56.34,1040943.96000000,58025488.90950000,
2021-09-22 04:00:00,56.34000000,57.64000000,55.19000000,57.01,387376.56000000,21874984.04990000,
2021-09-22 08:00:00,57.01000000,63.80000000,56.47000000,60.24,1084601.46000000,65836208.46210000,
2021-09-22 12:00:00,60.21000000,62.33000000,60.01000000,61.63,533896.49000000,32595555.80690000,
2021-09-22 16:00:00,61.64000000,63.98000000,60.69000000,61.11,667509.87000000,41568316.93440000,
2021-09-22 20:00:00,61.11000000,61.93000000,60.17000000,61.58,195270.12000000,11903993.87790000,
2021-09-23 00:00:00,61.58000000,67.83000000,61.06000000,67.28,757437.06000000,48977909.05820000,
2021-09-23 04:00:00,67.28000000,68.00000000,65.57000000,67.07,366575.77000000,24474905.96950000,
2021-09-23 08:00:00,67.07000000,69.26000000,64.76000000,66.33,507703.06000000,34099929.98190000,
2021-09-23 12:00:00,66.30000000,67.96000000,65.48000000,65.51,372877.01000000,24913839.26460000,
2021-09-23 16:00:00,65.51000000,68.90000000,65.47000000,67.37,274978.57000000,18541608.66890000,
2021-09-23 20:00:00,67.34000000,67.56000000,66.48000000,67.36,139985.72000000,9387479.95520000,
