symbol,interval,price,buyAmount,gainProfit,gainAmount,totalAmount,startDate,endDate,avgDate,volume,quoteVolume
ADAUSDT,30M,null,500,2.8486866444691166,14.243433222345583,514.2434332223455,2020-06-10 00:30:00,2020-06-10 22:00:00,0 days 21:30:00,40950806.40000000,3320759.82903800
ADAUSDT,30M,null,500,1.9186117560796796,9.5930587803984,509.5930587803984,2020-06-10 01:30:00,2020-06-10 22:00:00,0 days 20:30:00,7985189.20000000,650435.18900900
ADAUSDT,30M,null,500,3.268945022288266,16.344725111441328,516.3447251114413,2020-06-10 02:30:00,2020-06-10 22:00:00,0 days 19:30:00,25148011.00000000,2018157.82866900
ADAUSDT,30M,null,500,2.861371484953136,14.30685742476568,514.3068574247657,2020-06-10 03:30:00,2020-06-10 22:00:00,0 days 18:30:00,12047354.30000000,979322.83492600
ADAUSDT,30M,null,500,2.999385371850028,14.996926859250138,514.9969268592502,2020-06-10 01:00:00,2020-06-10 22:30:00,0 days 21:30:00,22613229.50000000,1838052.48270700
ADAUSDT,30M,null,500,3.393385982231,16.966929911155002,516.966929911155,2020-06-10 03:00:00,2020-06-10 22:30:00,0 days 19:30:00,8974912.80000000,723880.95822300
ADAUSDT,30M,null,500,3.1138020511553126,15.569010255776563,515.5690102557766,2020-06-10 02:00:00,2020-06-10 23:00:00,0 days 21:00:00,9416240.90000000,765072.16388100
ADAUSDT,30M,null,500,0.03796026825256516,0.1898013412628258,500.1898013412628,2020-06-11 15:00:00,2020-06-13 23:30:00,2 days 08:30:00,55383218.70000000,4373483.94945600
ADAUSDT,30M,null,500,0.5980404631632678,2.990202315816339,502.99020231581636,2020-06-11 16:00:00,2020-06-13 23:30:00,2 days 07:30:00,15926596.10000000,1251367.28271100
ADAUSDT,30M,null,500,2.848965786392626,14.244828931963129,514.2448289319631,2020-06-11 17:00:00,2020-06-13 23:30:00,2 days 06:30:00,38132529.20000000,2892015.44078400
ADAUSDT,30M,null,500,2.875731945348085,14.378659726740427,514.3786597267405,2020-06-11 18:00:00,2020-06-13 23:30:00,2 days 05:30:00,9102403.30000000,699798.96982500
ADAUSDT,30M,null,500,4.314553371157157,21.572766855785783,521.5727668557857,2020-06-11 19:00:00,2020-06-13 23:30:00,2 days 04:30:00,7501944.50000000,570515.75487700
ADAUSDT,30M,null,500,6.249160059131839,31.245800295659194,531.2458002956591,2020-06-11 20:00:00,2020-06-13 23:30:00,2 days 03:30:00,14122391.80000000,1059345.54331300
ADAUSDT,30M,null,500,4.576719576719583,22.883597883597915,522.883597883598,2020-06-11 21:00:00,2020-06-13 23:30:00,2 days 02:30:00,9069096.70000000,685988.27653900
ADAUSDT,30M,null,500,4.618234749239125,23.091173746195626,523.0911737461956,2020-06-11 22:30:00,2020-06-13 23:30:00,2 days 01:00:00,6962414.30000000,528196.47398300
ADAUSDT,30M,null,500,5.035206589610737,25.176032948053685,525.1760329480537,2020-06-11 23:30:00,2020-06-13 23:30:00,2 days 00:00:00,15596931.30000000,1168658.05638000
ADAUSDT,30M,null,500,-3.782475802343352,-18.91237901171676,481.0876209882832,2020-06-11 15:30:00,2020-06-15 18:00:00,4 days 02:30:00,10470707.10000000,826096.61627800
ADAUSDT,30M,null,500,-2.1373056994818636,-10.686528497409318,489.3134715025907,2020-06-11 17:30:00,2020-06-15 18:00:00,4 days 00:30:00,17985594.00000000,1380872.85779600
ADAUSDT,30M,null,500,-0.5397577672459106,-2.698788836229553,497.30121116377046,2020-06-11 19:30:00,2020-06-15 18:00:00,3 days 22:30:00,8521313.20000000,644554.96136600
ADAUSDT,30M,null,500,-1.0218786846587045,-5.109393423293522,494.8906065767065,2020-06-11 22:00:00,2020-06-15 18:00:00,3 days 20:00:00,5542757.20000000,424141.53625400
ADAUSDT,30M,null,500,8.144861150873176,40.72430575436588,540.7243057543659,2020-06-15 06:00:00,2020-06-15 18:00:00,0 days 12:00:00,21722300.80000000,1534063.72146800
ADAUSDT,30M,null,500,3.669724770642202,18.34862385321101,518.348623853211,2020-06-11 16:30:00,2020-06-15 18:30:00,4 days 02:00:00,52368544.20000000,3996409.26009000
ADAUSDT,30M,null,500,1.345291479820637,6.726457399103185,506.72645739910314,2020-06-11 20:30:00,2020-06-15 18:30:00,3 days 22:00:00,12369893.50000000,931186.58007700
ADAUSDT,30M,null,500,1.9530737973522154,9.765368986761077,509.7653689867611,2020-06-11 18:30:00,2020-06-15 19:00:00,4 days 00:30:00,10892682.10000000,830327.44741500
ADAUSDT,30M,null,500,3.946838501812321,19.734192509061607,519.7341925090616,2020-06-11 23:00:00,2020-06-15 19:30:00,3 days 20:30:00,26044443.10000000,1943236.88905400
ADAUSDT,30M,null,500,4.118963021450182,20.59481510725091,520.594815107251,2020-06-27 19:30:00,2020-06-28 14:00:00,0 days 18:30:00,31271735.10000000,2379667.94081700
ADAUSDT,30M,null,500,3.8183965358876732,19.091982679438367,519.0919826794384,2020-06-27 20:30:00,2020-06-28 14:00:00,0 days 17:30:00,7353106.80000000,559899.43814700
ADAUSDT,30M,null,500,4.818646065208855,24.093230326044278,524.0932303260442,2020-06-27 20:00:00,2020-06-28 14:30:00,0 days 18:30:00,26562044.00000000,2015823.60570500
ADAUSDT,30M,null,500,4.31776676232715,21.588833811635748,521.5888338116358,2020-06-27 21:00:00,2020-06-28 15:00:00,0 days 18:00:00,3109735.40000000,237610.16381900
ADAUSDT,30M,null,500,3.879407563341101,19.397037816705506,519.3970378167055,2020-08-02 04:30:00,2020-08-03 09:00:00,1 days 04:30:00,103095141.30000000,13962278.16560800
ADAUSDT,30M,null,500,4.224183450252692,21.12091725126346,521.1209172512634,2020-08-02 05:30:00,2020-08-03 09:00:00,1 days 03:30:00,20521368.10000000,2710352.11501100
ADAUSDT,30M,null,500,3.7000900630441236,18.50045031522062,518.5004503152206,2020-08-02 11:30:00,2020-08-03 09:00:00,0 days 21:30:00,25470707.80000000,3386873.92665800
ADAUSDT,30M,null,500,4.436885865457284,22.18442932728642,522.1844293272864,2020-08-02 12:30:00,2020-08-03 09:00:00,0 days 20:30:00,8712993.60000000,1158475.60911000
ADAUSDT,30M,null,500,6.628641899182979,33.143209495914896,533.1432094959149,2020-08-02 05:00:00,2020-08-03 10:30:00,1 days 05:30:00,48354316.30000000,6427324.20640300
ADAUSDT,30M,null,500,3.9681346760859606,19.840673380429802,519.8406733804298,2020-08-02 12:00:00,2020-08-03 10:30:00,0 days 22:30:00,11070867.00000000,1473206.18379900
