Date,Open,High,Low,Close,Volume,Quote_Volume,48-zscore
2021-11-10 01:30:00,0.13668000,0.13673000,0.13636000,0.13668,97830.50000000,13361.99275500,
2021-11-10 01:35:00,0.13662000,0.13696000,0.13662000,0.13692,150784.70000000,20623.35462900,
2021-11-10 01:40:00,0.13693000,0.13733000,0.13688000,0.13725,260008.40000000,35653.28294600,
2021-11-10 01:45:00,0.13718000,0.13722000,0.13696000,0.13708,78136.50000000,10710.72920900,
2021-11-10 01:50:00,0.13708000,0.13708000,0.13651000,0.13656,231838.30000000,31733.45155700,
2021-11-10 01:55:00,0.13648000,0.13669000,0.13638000,0.13667,167925.90000000,22924.26401500,
2021-11-10 02:00:00,0.13662000,0.13710000,0.13658000,0.13708,73535.10000000,10063.49994400,
2021-11-10 02:05:00,0.13708000,0.13732000,0.13706000,0.13717,186796.70000000,25628.25980900,
2021-11-10 02:10:00,0.13716000,0.13750000,0.13707000,0.1375,268766.40000000,36884.95527000,
2021-11-10 02:15:00,0.13750000,0.13796000,0.13745000,0.13793,270072.70000000,37202.99464000,
2021-11-10 02:20:00,0.13781000,0.13790000,0.13753000,0.13768,168376.50000000,23179.46541700,
2021-11-10 02:25:00,0.13768000,0.13770000,0.13712000,0.13727,236700.30000000,32517.08635300,
2021-11-10 02:30:00,0.13724000,0.13762000,0.13709000,0.13712,189040.40000000,25952.73964100,
2021-11-10 02:35:00,0.13714000,0.13726000,0.13702000,0.13702,82016.70000000,11245.55752900,
2021-11-10 02:40:00,0.13702000,0.13705000,0.13600000,0.13631,664292.20000000,90628.27394900,
2021-11-10 02:45:00,0.13631000,0.13683000,0.13619000,0.1368,195019.30000000,26617.42080300,
2021-11-10 02:50:00,0.13680000,0.13685000,0.13654000,0.13669,111276.00000000,15208.14296200,
2021-11-10 02:55:00,0.13678000,0.13682000,0.13665000,0.13665,135259.50000000,18491.45280800,
2021-11-10 03:00:00,0.13678000,0.13678000,0.13600000,0.13615,362724.00000000,49471.67070000,
2021-11-10 03:05:00,0.13624000,0.13647000,0.13546000,0.13592,884379.10000000,120128.85760600,
2021-11-10 03:10:00,0.13592000,0.13597000,0.13532000,0.13532,215005.70000000,29180.49238600,
2021-11-10 03:15:00,0.13533000,0.13567000,0.13526000,0.1353,293409.60000000,39741.83363800,
2021-11-10 03:20:00,0.13526000,0.13539000,0.13500000,0.13522,516389.60000000,69788.29572700,
2021-11-10 03:25:00,0.13515000,0.13533000,0.13458000,0.13479,473621.30000000,63918.56232200,
2021-11-10 03:30:00,0.13480000,0.13500000,0.13447000,0.13487,435888.00000000,58741.69863500,
2021-11-10 03:35:00,0.13487000,0.13487000,0.13420000,0.13441,290456.70000000,39057.74208500,
2021-11-10 03:40:00,0.13432000,0.13473000,0.13422000,0.13449,325536.20000000,43792.49322100,
2021-11-10 03:45:00,0.13451000,0.13467000,0.13447000,0.13453,228828.60000000,30789.23881400,
2021-11-10 03:50:00,0.13451000,0.13469000,0.13427000,0.13437,440950.80000000,59309.95843100,
2021-11-10 03:55:00,0.13437000,0.13447000,0.13409000,0.13447,300091.60000000,40286.63662500,
2021-11-10 04:00:00,0.13444000,0.13454000,0.13301000,0.13308,1154628.30000000,154373.46062000,
2021-11-10 04:05:00,0.13308000,0.13365000,0.13300000,0.13332,1067202.90000000,142129.80975900,
