symbol,interval,price,buyAmount,gainProfit,gainAmount,totalAmount,startDate,endDate,avgDate,volume,quoteVolume
symbol,interval,price,buyAmount,gainProfit,gainAmount,totalAmount,startDate,endDate,avgDate,volume,quoteVolume
symbol,interval,price,buyAmount,gainProfit,gainAmount,totalAmount,startDate,endDate,avgDate,volume,quoteVolume
XRPUSDT,5M,null,500,-2.363397636602361,-11.816988183011805,488.1830118169882,2021-06-04 01:00:00,2021-06-07 00:00:00,2 days 23:00:00,70315976.81000000,69646673.87092600
XRPUSDT,5M,null,500,3.004794885455514,15.023974427277572,515.0239744272775,2021-06-05 12:30:00,2021-06-07 00:00:00,1 days 11:30:00,17350324.02000000,16269902.69902300
XRPUSDT,5M,null,500,3.8345864661654088,19.17293233082704,519.172932330827,2021-06-05 13:30:00,2021-06-07 00:00:00,1 days 10:30:00,11651786.38000000,10894819.75014600
XRPUSDT,5M,null,500,3.912716328066214,19.56358164033107,519.5635816403311,2021-06-05 14:30:00,2021-06-07 00:00:00,1 days 09:30:00,12947053.09000000,12080768.51767500
XRPUSDT,5M,null,500,2.6547732823616887,13.273866411808443,513.2738664118084,2021-06-05 15:30:00,2021-06-07 00:00:00,1 days 08:30:00,14140797.25000000,13269539.32470600
XRPUSDT,5M,null,500,3.3903743315507966,16.951871657753983,516.951871657754,2021-06-05 16:30:00,2021-06-07 00:00:00,1 days 07:30:00,5704005.49000000,5334945.02261300
XRPUSDT,5M,null,500,3.2251174711661688,16.125587355830845,516.1255873558308,2021-06-05 12:00:00,2021-06-07 00:30:00,1 days 12:30:00,36571047.32000000,34079282.72024600
XRPUSDT,5M,null,500,2.9064196742254857,14.532098371127429,514.5320983711274,2021-06-05 14:00:00,2021-06-07 00:30:00,1 days 10:30:00,16154880.97000000,15088788.51887700
XRPUSDT,5M,null,500,3.2581989103728204,16.290994551864102,516.2909945518641,2021-06-05 16:00:00,2021-06-07 00:30:00,1 days 08:30:00,10847405.64000000,10160962.90966700
XRPUSDT,5M,null,500,2.219626168224302,11.09813084112151,511.09813084112153,2021-06-05 13:00:00,2021-06-07 01:00:00,1 days 12:00:00,13116154.50000000,12290151.26636500
XRPUSDT,5M,null,500,2.864165865127717,14.320829325638584,514.3208293256386,2021-06-05 17:00:00,2021-06-07 01:00:00,1 days 08:00:00,8969852.52000000,8380390.25793900
XRPUSDT,5M,null,500,3.2853333333333388,16.426666666666694,516.4266666666667,2021-06-05 15:00:00,2021-06-07 01:30:00,1 days 10:30:00,13253398.81000000,12355649.74097500
XRPUSDT,5M,null,500,-5.915011744608158,-29.57505872304079,470.4249412769592,2021-06-07 16:00:00,2021-06-09 15:00:00,1 days 23:00:00,14312236.60000000,13450447.14658800
XRPUSDT,5M,null,500,-5.76408940220298,-28.820447011014895,471.1795529889851,2021-06-07 17:30:00,2021-06-09 15:00:00,1 days 21:30:00,8918407.02000000,8339615.77185500
XRPUSDT,5M,null,500,-5.165733964700822,-25.82866982350411,474.17133017649587,2021-06-07 18:30:00,2021-06-09 15:00:00,1 days 20:30:00,12675955.13000000,11793813.76438000
XRPUSDT,5M,null,500,-5.053334769960139,-25.266673849800696,474.73332615019933,2021-06-07 19:30:00,2021-06-09 15:00:00,1 days 19:30:00,9791494.39000000,9097759.01674700
XRPUSDT,5M,null,500,-5.107154280840169,-25.535771404200844,474.46422859579917,2021-06-07 17:00:00,2021-06-09 15:30:00,1 days 22:30:00,11900459.79000000,11121344.60680500
XRPUSDT,5M,null,500,-4.228989562035941,-21.144947810179705,478.8550521898203,2021-06-07 19:00:00,2021-06-09 15:30:00,1 days 20:30:00,11240706.07000000,10444813.98412800
XRPUSDT,5M,null,500,-5.169645724071499,-25.848228620357496,474.15177137964247,2021-06-07 18:00:00,2021-06-09 16:00:00,1 days 22:00:00,12727900.39000000,11853727.75382800
XRPUSDT,5M,null,500,-3.760370649714475,-18.801853248572375,481.19814675142766,2021-06-07 20:00:00,2021-06-09 16:30:00,1 days 20:30:00,9273922.54000000,8603179.69512000
XRPUSDT,5M,null,500,-3.2355328771889047,-16.177664385944524,483.8223356140555,2021-06-10 16:00:00,2021-06-13 11:00:00,2 days 19:00:00,17410162.73000000,15022485.90258000
