Date,Open,High,Low,Close,Volume,Quote_Volume,48-zscore
2021-11-10 01:30:00,2.43820000,2.43960000,2.42730000,2.4297,268828.00000000,653868.28560000,
2021-11-10 01:35:00,2.43020000,2.43550000,2.42050000,2.4289,166666.00000000,404361.70860000,
2021-11-10 01:40:00,2.42890000,2.43770000,2.42560000,2.4327,107294.00000000,260824.74710000,
2021-11-10 01:45:00,2.43300000,2.45530000,2.43030000,2.4512,765158.00000000,1873057.66520000,
2021-11-10 01:50:00,2.45130000,2.45220000,2.44010000,2.4432,150217.00000000,367349.91120000,
2021-11-10 01:55:00,2.44220000,2.45730000,2.43800000,2.4517,140385.00000000,343618.88700000,
2021-11-10 02:00:00,2.45220000,2.46250000,2.44350000,2.4485,333067.00000000,818185.56320000,
2021-11-10 02:05:00,2.44850000,2.47470000,2.44680000,2.4663,337041.00000000,831201.09370000,
2021-11-10 02:10:00,2.46600000,2.47420000,2.45870000,2.4647,484812.00000000,1196565.43850000,
2021-11-10 02:15:00,2.46490000,2.46690000,2.45640000,2.4631,122809.00000000,302244.79600000,
2021-11-10 02:20:00,2.46290000,2.47320000,2.46040000,2.4677,217940.00000000,538047.98010000,
2021-11-10 02:25:00,2.46790000,2.47560000,2.46470000,2.4698,148594.00000000,367168.74650000,
2021-11-10 02:30:00,2.47020000,2.48820000,2.46640000,2.4814,207937.00000000,515708.35090000,
2021-11-10 02:35:00,2.48060000,2.48440000,2.46570000,2.4657,383528.00000000,950193.57690000,
2021-11-10 02:40:00,2.46570000,2.46700000,2.44590000,2.4462,226741.00000000,557053.44820000,
2021-11-10 02:45:00,2.44640000,2.45410000,2.44610000,2.4529,75920.00000000,185899.08660000,
2021-11-10 02:50:00,2.45250000,2.45600000,2.44530000,2.4518,223512.00000000,547649.65640000,
2021-11-10 02:55:00,2.45160000,2.46640000,2.45050000,2.4631,196844.00000000,484165.31320000,
2021-11-10 03:00:00,2.46250000,2.46330000,2.45000000,2.4564,177260.00000000,435483.96680000,
2021-11-10 03:05:00,2.45610000,2.46970000,2.45590000,2.4663,121972.00000000,300718.09910000,
2021-11-10 03:10:00,2.46690000,2.47500000,2.46500000,2.4715,118197.00000000,292098.96670000,
2021-11-10 03:15:00,2.47200000,2.47210000,2.46370000,2.4666,99918.00000000,246569.23010000,
2021-11-10 03:20:00,2.46560000,2.48240000,2.46340000,2.4783,247325.00000000,612595.75620000,
2021-11-10 03:25:00,2.47820000,2.51000000,2.47540000,2.5088,539569.00000000,1346153.69240000,
2021-11-10 03:30:00,2.50920000,2.51000000,2.48670000,2.4907,580551.00000000,1452253.62270000,
2021-11-10 03:35:00,2.49080000,2.51000000,2.48930000,2.4921,397650.00000000,994122.53170000,
2021-11-10 03:40:00,2.49210000,2.51000000,2.49000000,2.5075,209198.00000000,522761.71690000,
2021-11-10 03:45:00,2.50780000,2.54590000,2.50640000,2.5459,863601.00000000,2180237.50020000,
